Cust_id,Inception_Date,Current_status,Duration,Acquisition_cost,Total_tran_6m,Total_tran_12m,Total_tran_18m,Avg_Tran_6m,Avg_Tran_12m,Avg_Tran_18m,Status,gender,age,marital_status,emp_status,no_of_dep,FS_code,no_complaints,only_promo_buyer_flg,value_cust_lvl,high_freq_cust_flg
3886,24-Jul-10,Y,35,89,389,293,27,114,88,169,0,2,4,2,3,2,2,29,2,1,2
3887,22-May-10,Y,31,110,345,869,330,66,153,178,0,2,4,3,1,1,1,12,1,3,2
3888,19-Nov-11,Y,31,67,987,987,181,69,125,108,0,1,4,3,2,1,1,20,2,2,2
3889,14-Sep-07,N,11,71,152,6,684,119,143,54,1,1,3,2,1,1,2,21,1,3,1
3890,31-Aug-12,Y,22,111,229,399,570,93,163,147,1,1,5,1,1,3,3,12,2,3,1
3891,26-Oct-11,Y,26,141,182,224,682,117,168,144,0,1,3,1,2,2,1,2,2,1,1
3892,27-Aug-11,Y,35,83,922,22,919,188,126,131,0,2,1,3,2,1,2,29,2,1,1
3893,7-Apr-09,Y,9,79,600,667,462,151,147,142,1,2,4,1,1,4,1,13,2,1,1
3894,26-Feb-13,Y,6,56,875,930,42,77,61,184,1,1,5,1,1,1,3,12,1,3,1
3895,1-Feb-09,N,26,138,162,933,336,64,136,78,0,1,3,2,2,2,1,27,2,2,1
3896,7-Aug-09,Y,13,109,207,127,905,58,174,175,1,2,5,1,1,4,2,10,1,2,1
3897,12-Jun-11,Y,14,58,586,592,463,120,67,57,1,2,4,1,1,1,3,26,1,3,1
3898,1-Jun-13,N,21,83,937,525,352,91,104,168,1,2,4,2,1,4,2,12,2,2,1
3899,8-Sep-11,N,9,146,739,575,523,102,126,84,1,2,3,1,1,4,2,11,1,2,1
3900,25-Jul-07,N,20,109,329,446,655,178,125,174,1,1,5,1,1,1,2,29,2,2,1
3901,28-Aug-09,Y,19,139,951,821,950,154,125,152,1,2,5,3,1,1,3,6,2,2,1
3902,9-Aug-12,N,33,114,444,615,650,105,138,189,0,1,3,3,3,4,3,26,2,1,2
3903,27-Jun-09,Y,8,127,407,330,187,122,75,169,1,1,3,3,1,3,2,29,1,2,1
3904,9-Aug-11,Y,10,105,714,488,923,121,76,176,1,1,5,1,1,4,1,12,2,2,1
3905,24-May-12,Y,15,150,111,833,661,50,82,144,1,1,5,3,1,3,2,6,2,2,1
3906,22-Sep-13,N,21,70,912,274,542,196,82,111,1,1,5,3,1,4,1,30,2,1,1
3907,21-Sep-07,N,34,55,303,414,939,174,82,102,0,2,4,2,2,1,3,29,1,3,2
3908,12-Jul-07,N,25,93,658,866,421,192,52,196,0,1,2,3,1,3,3,6,2,3,1
3909,21-Nov-09,Y,18,136,530,28,563,186,180,193,1,1,3,3,1,4,2,26,2,3,1
3910,30-Jul-13,Y,23,95,538,296,204,113,80,104,1,1,3,2,1,4,3,18,2,2,1
3911,16-Nov-12,N,32,66,685,409,328,138,187,57,0,2,1,1,3,1,3,5,2,2,1
3912,14-Jun-11,Y,24,54,90,11,461,133,161,133,1,2,3,2,1,4,2,12,2,3,1
3913,6-Sep-13,N,34,126,824,565,550,179,62,52,0,2,5,1,1,4,2,4,1,2,1
3914,9-Mar-08,N,35,123,106,586,932,182,169,132,0,2,5,3,2,1,1,12,1,1,1
3915,24-Jun-12,N,25,118,869,909,679,163,87,117,0,1,1,1,3,2,3,8,1,1,2
3916,5-Mar-12,Y,31,116,487,634,308,195,179,174,0,1,1,1,1,3,3,17,1,3,1
3917,26-Jan-10,Y,20,96,434,309,175,104,138,191,1,2,4,2,1,3,3,12,2,3,1
3918,9-Nov-10,Y,33,106,471,58,581,84,84,82,0,1,1,3,3,2,3,7,1,3,2
3919,2-May-08,Y,33,100,957,196,161,106,176,129,0,2,2,2,2,1,2,20,2,3,2
3920,30-Jul-10,Y,15,83,303,29,477,96,54,140,1,2,5,2,1,2,3,20,1,2,1
3921,17-Apr-09,Y,14,128,489,98,767,191,135,109,1,2,5,2,1,4,2,27,1,2,1
3922,22-Oct-11,Y,30,70,499,971,348,155,154,192,0,1,2,2,1,1,2,9,1,3,2
3923,29-Jul-07,Y,30,138,891,727,793,51,144,157,0,1,5,3,1,4,3,28,1,1,1
3924,18-Jul-13,N,26,61,846,390,516,161,52,187,0,1,2,2,1,2,2,0,2,2,2
3925,3-Apr-08,Y,28,80,727,26,102,200,132,198,0,2,5,3,2,4,1,24,2,2,2
3926,27-Mar-11,N,18,79,281,255,850,155,122,50,1,1,5,3,1,2,1,26,1,1,1
3927,15-Dec-09,Y,22,76,518,677,335,74,92,181,1,1,4,2,1,2,1,22,1,3,1
3928,4-Dec-07,N,26,112,744,759,919,87,126,122,0,1,1,1,1,4,1,17,1,1,2
3929,30-Jun-09,N,9,72,834,368,70,160,100,72,1,2,5,3,1,4,1,9,1,1,1
3930,22-Jul-08,Y,20,105,505,512,434,61,162,104,1,2,3,2,1,1,2,16,2,1,1
3931,12-Nov-11,Y,27,122,483,180,761,86,67,77,0,2,4,2,3,3,2,7,2,1,2
3932,25-Feb-09,N,29,126,11,286,255,142,146,52,0,1,2,1,1,4,1,6,2,2,2
3933,3-Jan-12,N,33,143,124,836,770,61,95,123,0,2,5,1,1,2,2,22,1,1,2
3934,19-May-10,Y,31,144,468,781,948,146,185,72,0,2,5,3,2,1,1,6,1,3,1
3935,12-Apr-13,N,17,136,37,671,756,143,136,183,1,2,4,3,1,3,2,11,2,2,1
3936,18-Jun-09,N,30,84,528,739,966,172,143,132,0,2,4,1,3,2,3,20,1,1,1
3937,22-Jun-09,Y,7,66,232,142,726,125,69,131,1,1,3,1,1,4,2,12,1,1,1
3938,8-Mar-11,N,25,119,206,61,163,199,155,170,0,1,3,3,1,1,1,16,1,1,2
3939,10-Oct-12,N,34,64,530,801,356,123,51,64,0,2,4,3,2,2,2,20,2,2,2
3940,18-Sep-13,Y,20,75,569,678,880,60,70,75,1,1,5,1,1,4,3,7,1,3,1
3941,17-May-13,Y,18,127,429,495,585,80,55,52,1,1,3,2,1,2,1,7,1,3,1
3942,29-Mar-08,Y,26,110,264,529,391,159,111,68,0,1,1,3,2,2,1,11,2,1,1
3943,1-Nov-12,Y,31,119,926,975,695,161,184,99,0,2,5,3,2,3,1,10,1,3,1
3944,1-Jan-09,N,13,72,795,151,154,59,118,56,1,2,3,1,1,4,3,13,2,3,1
3945,21-Dec-10,N,22,117,915,177,432,101,153,161,1,1,4,2,1,2,2,30,2,2,1
3946,19-Jan-08,Y,8,59,996,515,448,126,196,99,1,1,5,1,1,4,2,12,2,1,1
3947,9-Feb-11,Y,19,93,431,967,469,56,146,89,1,2,5,2,1,4,1,10,2,3,1
3948,21-Feb-08,N,15,60,107,941,722,100,100,180,1,2,5,2,1,4,2,20,2,1,1
3949,11-Jan-11,Y,20,113,541,8,812,180,131,99,1,1,4,3,1,1,2,23,2,3,1
3950,4-May-08,N,22,118,729,106,468,158,92,172,1,2,5,3,1,3,1,10,1,3,1
3951,6-Mar-13,N,21,117,76,395,831,51,116,124,1,1,5,1,1,1,2,24,1,2,1
3952,27-Dec-11,Y,11,102,441,398,864,145,164,133,1,2,3,3,1,1,3,30,1,3,1
3953,16-Jan-10,Y,16,53,439,561,753,66,73,175,1,2,5,2,1,3,3,14,2,1,1
3954,10-Aug-10,Y,24,70,174,428,236,111,136,81,1,1,3,1,1,2,1,11,2,3,1
3955,19-Apr-13,Y,23,133,44,21,702,191,65,55,1,1,5,3,1,3,1,8,1,1,1
3956,29-Nov-08,N,27,95,409,599,664,196,182,117,0,1,3,2,2,1,2,4,2,1,2
3957,22-Feb-12,N,22,69,375,940,463,56,96,164,1,1,5,1,1,4,3,30,1,3,1
3958,20-May-09,N,11,146,117,612,751,152,89,100,1,1,5,3,1,2,3,12,1,3,1
3959,23-Dec-11,Y,28,108,79,374,454,72,53,114,0,1,3,1,2,2,2,27,2,1,1
3960,10-Jul-07,Y,8,145,131,93,178,135,189,147,1,1,3,3,1,1,3,13,2,3,1
3961,20-Sep-08,N,22,71,923,419,264,50,173,76,1,1,3,2,1,4,3,30,2,1,1
3962,9-Jan-08,N,30,68,194,473,662,111,145,128,0,1,3,2,2,4,1,21,1,1,1
3963,15-Nov-08,Y,33,80,703,476,998,143,159,158,0,2,5,1,3,3,3,21,2,2,1
3964,14-Nov-08,N,26,81,317,385,577,88,120,165,0,2,5,1,2,4,2,25,2,1,2
3965,19-Dec-10,N,15,76,924,692,762,162,200,105,1,1,4,3,1,4,3,12,1,1,1
3966,16-Oct-12,N,31,74,16,518,643,178,146,186,0,1,4,2,1,2,3,20,1,2,1
3967,24-Jul-10,N,18,91,629,134,264,103,87,133,1,1,3,3,1,1,1,16,1,2,1
3968,14-Jul-12,Y,21,148,56,260,648,116,158,137,1,1,4,1,1,1,1,18,2,2,1
3969,11-Jul-13,Y,13,125,982,444,334,83,70,127,1,1,5,2,1,1,2,12,2,1,1
3970,31-Oct-10,Y,28,69,498,667,830,123,60,54,0,2,3,2,3,4,2,9,1,2,2
3971,10-Jun-11,N,12,102,984,15,493,60,148,138,1,2,3,3,1,1,3,22,1,1,1
3972,4-Nov-07,Y,34,110,381,123,548,177,74,175,0,2,4,2,1,2,1,16,2,2,1
3973,21-May-11,N,31,137,116,959,336,162,75,118,0,2,2,3,3,3,1,5,2,3,2
3974,2-Jul-07,N,9,75,651,383,418,128,199,128,1,1,5,3,1,4,3,26,2,2,1
3975,31-Aug-08,N,24,81,268,433,225,77,155,86,1,1,3,3,1,4,1,9,2,2,1
3976,24-Oct-12,N,33,93,541,912,144,88,113,132,0,2,4,1,1,1,3,13,1,2,1
3977,10-Apr-11,N,29,141,162,714,891,119,111,61,0,1,5,1,2,2,3,0,1,2,1
3978,14-Nov-09,Y,23,125,708,657,563,139,148,146,1,1,5,2,1,4,2,14,1,2,1
3979,18-Jan-11,Y,18,83,533,330,930,191,167,184,1,2,3,2,1,1,2,17,2,3,1
3980,28-Feb-08,Y,20,136,330,538,238,165,187,182,1,2,5,1,1,4,2,19,2,3,1
3981,2-Jan-13,Y,20,115,646,165,172,50,198,70,1,1,5,1,1,1,1,20,2,1,1
3982,30-May-08,Y,29,91,857,582,996,72,173,90,0,2,2,1,1,2,2,19,2,1,2
3983,10-Jul-13,N,25,95,995,121,127,112,146,112,0,1,2,1,3,4,3,7,1,3,2
3984,10-Jun-11,Y,22,148,396,996,549,58,87,63,1,1,5,2,1,4,3,12,1,2,1
3985,22-Sep-07,N,24,109,505,295,764,174,140,156,1,2,3,2,1,1,3,23,1,2,1
3986,31-Aug-11,N,35,100,340,972,982,81,67,135,0,1,3,3,3,1,2,19,1,1,2
3987,27-Nov-12,Y,7,149,398,715,326,189,178,67,1,1,5,1,1,1,1,12,1,3,1
3988,16-Feb-08,N,6,138,856,906,213,171,174,192,1,1,3,2,1,2,3,12,2,3,1
3989,31-Dec-11,Y,33,133,67,408,300,103,145,113,0,2,5,3,2,1,1,0,1,2,2
3990,2-Feb-11,N,32,131,100,363,976,53,103,117,0,2,3,1,3,4,3,18,1,3,2
3991,3-Dec-08,N,33,79,903,807,96,125,132,137,0,1,4,1,2,4,2,12,2,1,1
3992,27-May-07,Y,13,80,424,923,307,150,187,61,1,2,5,3,1,2,1,30,1,2,1
3993,6-May-08,N,8,96,587,532,428,123,192,146,1,2,5,3,1,4,1,26,2,1,1
3994,21-May-09,Y,35,118,869,63,32,184,95,113,0,2,3,3,3,1,1,10,1,2,1
3995,6-Sep-13,Y,14,103,557,989,792,136,68,91,1,2,4,1,1,2,3,20,1,2,1
3996,7-Feb-08,N,24,95,81,556,981,69,131,147,1,2,5,3,1,2,2,6,2,1,1
3997,22-Jul-11,N,10,69,327,701,415,147,121,199,1,2,5,1,1,3,3,29,1,2,1
3998,31-Dec-10,N,8,72,241,8,571,111,147,77,1,2,5,2,1,1,1,12,2,2,1
3999,2-Sep-12,N,25,69,555,55,500,93,143,109,0,1,5,1,1,2,3,21,2,3,1
4000,10-Jun-11,Y,10,68,334,570,982,143,134,181,1,1,5,2,1,4,2,7,2,2,1
4001,8-Apr-13,Y,24,87,219,112,481,178,88,83,1,2,5,3,1,3,3,12,2,3,1
4002,21-Apr-08,Y,35,141,644,224,512,133,120,54,0,1,3,2,2,1,3,25,2,3,2
4003,18-Jun-08,N,32,108,347,904,393,91,86,139,0,2,2,3,2,4,1,1,2,3,2
4004,11-Apr-10,N,30,98,456,582,286,150,67,186,0,1,2,3,2,2,2,12,1,2,1
4005,3-May-12,Y,33,71,319,759,54,157,197,87,0,2,1,2,1,1,1,13,2,2,1
4006,22-Feb-13,Y,15,112,164,611,263,193,156,53,1,2,4,1,1,4,1,9,1,1,1
4007,14-Jan-13,Y,23,75,16,380,724,173,191,91,1,2,5,1,1,4,2,21,1,3,1
4008,24-Jun-12,N,27,141,278,553,687,170,70,78,0,1,1,3,3,4,2,24,1,1,2
4009,4-Jul-13,N,26,84,419,718,59,129,146,141,0,1,5,3,2,1,3,4,2,3,2
4010,26-Aug-13,N,13,59,716,285,457,107,173,142,1,2,3,2,1,1,3,12,2,2,1
4011,10-Nov-12,N,12,122,624,804,158,72,157,86,1,1,5,3,1,2,3,23,2,2,1
4012,9-Mar-08,N,25,109,976,729,203,116,127,124,0,2,5,2,3,2,3,21,2,2,1
4013,29-May-09,Y,36,108,538,10,386,97,128,64,0,1,1,3,2,2,1,9,1,2,2
4014,31-May-09,N,33,138,252,939,263,157,200,98,0,2,2,3,2,1,1,0,1,3,1
4015,30-May-11,Y,28,113,189,504,954,171,136,67,0,1,2,2,1,1,3,26,1,3,2
4016,25-Dec-11,N,27,60,983,173,217,179,180,157,0,1,4,2,2,3,3,26,2,3,2
4017,4-Apr-11,Y,13,116,566,267,48,94,85,68,1,1,5,2,1,2,1,22,2,3,1
4018,29-Aug-13,Y,14,87,89,947,391,200,138,126,1,2,5,2,1,2,3,30,2,3,1
4019,30-Mar-11,N,9,71,222,901,439,188,53,170,1,2,4,2,1,3,1,23,2,2,1
4020,12-Dec-10,N,18,134,869,132,833,55,79,122,1,2,3,3,1,2,1,9,2,2,1
4021,12-Oct-10,Y,19,76,943,64,806,113,65,75,1,1,3,2,1,2,2,11,1,3,1
4022,12-Jun-09,Y,36,68,695,392,789,126,129,178,0,1,2,3,3,2,2,27,1,3,1
4023,2-Apr-08,N,36,52,5,394,566,111,65,167,0,2,3,2,1,3,2,25,1,2,1
4024,2-Aug-11,Y,6,119,722,506,410,59,80,181,1,2,3,3,1,3,3,12,1,2,1
4025,16-Oct-08,Y,9,126,770,934,262,196,138,92,1,2,5,3,1,3,3,7,1,2,1
4026,29-Nov-08,Y,25,107,204,210,549,132,165,100,0,2,3,1,2,3,2,13,2,1,1
4027,23-Apr-08,N,21,130,812,449,119,85,198,91,1,2,3,1,1,2,2,13,1,1,1
4028,18-Jan-10,N,17,131,598,142,363,142,55,142,1,2,4,3,1,1,1,27,2,2,1
4029,29-Jan-13,N,27,121,669,299,973,114,142,115,0,2,1,1,3,1,1,11,1,2,1
4030,4-Jul-07,N,9,65,137,345,443,110,188,198,1,1,5,3,1,2,1,21,1,3,1
4031,16-Feb-13,N,22,74,82,758,598,175,166,123,1,1,5,2,1,1,3,14,1,1,1
4032,14-Oct-12,Y,30,146,802,955,510,127,189,165,0,2,3,2,3,1,1,27,1,3,2
4033,4-Apr-12,Y,27,65,270,777,628,60,78,58,0,1,1,1,3,2,3,26,1,2,1
4034,3-Jul-10,Y,29,97,875,237,907,114,177,139,0,2,1,3,3,4,1,22,1,1,1
4035,12-Mar-13,N,19,100,648,95,192,158,190,161,1,2,4,2,1,2,1,28,2,3,1
4036,30-Nov-11,Y,11,59,984,47,782,125,121,92,1,2,3,3,1,3,3,8,1,1,1
4037,24-Apr-12,Y,29,85,50,21,191,188,190,114,0,1,1,1,2,4,2,29,1,1,2
4038,14-Dec-08,N,32,98,513,113,231,143,151,151,0,2,1,2,3,4,1,30,2,1,1
4039,4-Aug-12,N,35,97,46,440,763,53,120,158,0,2,3,1,1,1,3,27,1,2,1
4040,22-Oct-11,Y,17,54,166,653,477,81,52,76,1,1,5,3,1,3,3,14,2,1,1
4041,19-May-08,Y,15,98,886,675,441,97,124,185,1,2,3,2,1,4,2,15,1,2,1
4042,30-May-10,Y,23,53,328,475,341,191,88,70,1,1,4,3,1,2,3,15,1,3,1
4043,22-Nov-12,N,29,64,942,757,811,133,166,112,0,1,1,2,3,4,3,19,2,1,2
4044,29-Sep-12,Y,30,57,949,159,95,53,196,102,0,2,3,1,1,4,3,10,1,3,1
4045,27-May-09,Y,23,102,194,18,641,86,51,129,1,1,5,2,1,4,2,18,2,1,1
4046,11-Jan-13,N,7,139,677,942,688,134,75,78,1,1,5,1,1,1,3,12,1,1,1
4047,30-Jul-10,N,17,86,545,230,491,105,69,132,1,1,5,3,1,1,3,15,2,1,1
4048,28-Oct-10,Y,11,100,491,548,45,191,115,152,1,2,5,2,1,4,1,30,1,2,1
4049,26-Apr-12,N,19,53,329,877,706,61,114,103,1,2,3,3,1,2,1,13,1,3,1
4050,27-Sep-08,N,31,147,404,419,207,149,105,77,0,2,1,2,3,2,1,27,1,1,2
4051,12-Aug-12,Y,17,78,920,84,302,83,170,132,1,1,4,1,1,4,3,24,2,2,1
4052,7-Nov-10,Y,36,128,186,94,197,192,160,117,0,1,4,2,1,3,2,26,1,2,1
4053,13-Feb-11,N,21,102,814,889,375,101,63,104,1,2,3,1,1,4,2,20,1,1,1
4054,14-Jan-12,Y,33,122,749,971,531,162,138,73,0,2,1,2,1,3,3,6,2,2,2
4055,14-May-12,N,20,91,651,163,192,87,67,135,1,2,5,1,1,4,1,15,2,1,1
4056,30-Jun-10,Y,7,65,159,832,174,101,120,71,1,1,5,2,1,4,1,19,1,3,1
4057,13-May-12,N,20,88,814,450,793,173,169,93,1,1,5,3,1,4,1,17,2,1,1
4058,14-Oct-09,Y,16,59,785,778,605,110,83,119,1,2,4,2,1,3,3,18,2,1,1
4059,8-Sep-09,Y,20,108,10,277,582,111,178,67,1,2,3,3,1,2,3,12,2,1,1
4060,13-Mar-08,N,22,98,749,670,808,172,198,52,1,2,5,2,1,1,1,7,1,3,1
4061,2-Feb-11,Y,10,104,531,884,421,152,53,52,1,1,5,1,1,2,1,12,2,3,1
4062,5-Jul-10,Y,22,107,89,100,354,159,161,88,1,2,4,3,1,4,1,12,2,1,1
4063,8-Sep-13,N,18,133,371,633,160,73,109,75,1,1,4,1,1,2,3,12,2,3,1
4064,6-Aug-10,Y,35,50,278,186,56,170,96,122,0,2,2,1,1,1,2,4,1,1,2
4065,13-Feb-12,N,35,63,609,270,200,160,79,192,0,2,2,1,3,4,1,14,2,2,1
4066,4-Aug-09,Y,16,63,444,464,410,94,87,152,1,1,5,3,1,3,3,11,2,3,1
4067,10-Aug-07,Y,21,123,289,73,737,92,107,185,1,1,5,2,1,2,1,29,2,3,1
4068,15-Nov-08,Y,11,108,277,365,347,123,83,98,1,1,4,1,2,2,1,12,1,3,1
4069,3-May-13,Y,11,122,6,270,982,114,131,169,1,1,4,1,3,3,2,8,1,1,1
4070,9-May-09,N,31,96,213,928,500,190,145,136,0,1,4,2,1,2,2,5,2,1,1
4071,24-Jun-11,N,26,93,203,347,957,53,145,191,0,1,2,2,3,4,3,0,2,3,1
4072,20-Dec-10,N,9,150,802,706,808,130,129,156,1,1,5,1,3,2,1,6,1,3,1
4073,8-May-12,N,14,130,773,460,333,163,62,151,1,2,3,1,1,1,1,29,2,3,1
4074,29-Jun-10,N,13,89,386,786,906,105,102,80,1,2,4,2,1,1,1,9,1,1,1
4075,19-Oct-12,Y,18,58,446,637,799,178,144,83,1,2,4,3,1,4,3,12,1,2,1
4076,20-May-12,Y,15,60,242,775,898,178,98,126,1,2,3,3,2,3,1,12,1,3,1
4077,25-Jul-10,N,6,118,644,161,637,96,71,61,1,1,5,3,2,3,3,14,2,1,1
4078,17-Apr-09,Y,18,77,269,446,799,102,185,196,1,1,4,2,1,2,1,26,2,1,1
4079,2-May-08,Y,16,96,614,584,268,107,60,171,1,2,5,3,1,3,3,12,1,3,1
4080,1-Oct-12,N,25,135,201,543,816,153,160,67,0,1,4,3,2,4,1,29,2,3,2
4081,10-Feb-12,Y,16,126,230,907,869,67,189,141,1,2,5,2,1,4,3,25,2,3,1
4082,4-Jan-13,Y,19,140,882,696,32,57,87,76,1,1,5,2,2,4,2,14,2,1,1
4083,29-Jul-12,Y,30,123,890,245,706,124,180,161,0,1,4,1,3,2,3,4,2,2,2
4084,22-Jun-11,N,16,89,688,335,403,52,161,170,1,2,4,1,3,2,1,20,1,3,1
4085,19-Oct-09,N,11,103,761,932,693,165,156,180,1,1,5,3,2,3,2,15,1,3,1
4086,10-Jan-11,Y,33,112,947,762,238,143,70,187,0,1,4,2,1,2,1,17,2,3,1
4087,26-Jul-13,N,17,83,20,693,92,181,182,135,1,2,5,3,3,4,1,13,2,3,1
4088,14-Mar-08,Y,35,110,624,684,142,54,173,181,0,1,1,2,2,4,3,19,1,2,1
4089,2-May-10,Y,24,127,648,485,37,189,165,186,1,1,4,1,2,4,1,18,2,1,1
4090,9-Nov-08,Y,11,141,118,573,78,146,92,178,1,1,3,3,2,4,2,12,1,1,1
4091,13-Apr-09,Y,32,123,637,752,692,91,116,130,0,2,5,2,3,1,1,6,2,3,1
4092,13-Jul-08,N,36,90,659,767,36,60,91,88,0,2,5,2,2,3,3,8,2,2,1
4093,10-May-13,N,31,94,428,80,676,163,66,83,0,2,1,1,2,4,2,22,2,2,2
4094,22-Dec-07,Y,25,140,418,542,623,63,82,144,0,1,5,3,1,3,2,15,1,2,1
4095,15-Dec-12,N,8,66,390,851,875,99,149,110,1,2,5,2,3,2,2,18,1,1,1
4096,19-Sep-13,Y,7,61,999,737,736,200,188,174,1,2,5,2,3,4,2,12,1,2,1
4097,11-Feb-13,N,33,58,585,573,894,70,178,94,0,1,3,3,1,1,1,27,1,3,1
4098,26-Sep-09,N,36,96,348,500,206,135,94,164,0,1,3,2,1,3,3,0,2,3,1
4099,24-Apr-09,N,30,120,151,568,558,199,199,116,0,1,5,3,1,2,3,0,2,2,1
4100,27-Jan-12,Y,29,56,129,180,484,141,97,59,0,2,4,1,1,3,3,1,1,2,2
4101,31-Jan-11,N,36,69,375,882,506,55,191,175,0,1,1,2,3,2,3,10,2,2,2
4102,5-Oct-12,Y,21,123,135,732,961,129,149,80,1,2,5,1,2,4,2,18,1,1,1
4103,10-Feb-12,N,18,117,933,226,908,143,127,77,1,1,5,3,1,3,2,25,1,1,1
4104,23-Jun-10,Y,14,77,250,63,768,111,60,177,1,2,3,1,2,3,1,6,2,3,1
4105,6-Dec-08,N,6,140,614,172,961,101,79,109,1,1,5,2,2,1,2,21,2,1,1
4106,29-Jun-13,N,8,126,993,335,503,188,165,174,1,2,5,1,3,4,3,12,1,2,1
4107,26-Sep-10,N,18,78,126,57,314,179,157,142,1,1,5,2,2,2,1,13,1,1,1
4108,27-Jun-09,Y,12,118,794,279,170,65,117,179,1,2,5,3,3,4,1,29,1,2,1
4109,26-Dec-09,Y,26,127,931,578,78,184,52,61,0,1,4,2,1,1,2,12,1,3,1
4110,27-Jun-11,Y,35,127,530,531,790,76,126,64,0,1,1,3,2,4,2,17,2,1,2
4111,22-Aug-10,N,22,122,994,621,680,185,101,146,1,2,4,1,1,1,3,21,2,2,1
4112,17-Aug-08,N,30,83,63,253,537,117,196,182,0,1,2,3,2,3,3,26,1,2,1
4113,12-Mar-11,Y,24,77,47,792,617,181,65,69,1,1,3,1,2,2,1,12,2,2,1
4114,9-Sep-11,Y,26,90,592,682,174,61,64,68,0,2,2,3,2,4,2,18,2,3,1
4115,27-Apr-11,Y,28,129,952,194,383,63,192,104,0,2,5,1,3,4,1,16,2,1,2
4116,9-May-09,Y,11,128,754,323,993,154,191,126,1,2,5,2,1,1,3,6,2,2,1
4117,29-Sep-12,Y,29,131,440,808,968,128,120,141,0,2,1,3,2,4,3,18,2,1,2
4118,13-Jun-08,N,29,71,293,980,935,134,81,66,0,1,4,1,2,1,2,23,2,1,2
4119,17-Mar-12,N,24,124,282,119,531,84,116,125,1,2,5,3,3,2,1,6,2,3,1
4120,7-Feb-10,N,34,86,118,123,270,64,139,177,0,1,2,2,3,3,2,25,2,3,1
4121,23-Aug-12,N,27,123,848,978,151,117,132,76,0,2,4,1,3,4,1,15,2,1,2
4122,1-Mar-09,Y,19,82,372,564,174,70,76,100,1,1,5,2,2,4,2,8,2,1,1
4123,29-Jan-13,N,35,141,56,171,90,138,176,69,0,1,3,1,1,4,2,16,1,2,1
4124,16-Oct-08,Y,19,74,188,722,510,68,156,96,1,1,5,2,3,4,1,7,2,3,1
4125,11-Feb-09,Y,14,110,642,983,705,119,154,62,1,1,5,2,2,3,1,12,2,2,1
4126,8-Feb-09,N,13,139,645,718,650,193,177,59,1,2,4,1,2,4,2,13,1,3,1
4127,18-Aug-12,N,19,125,314,327,981,110,187,196,1,1,5,2,3,4,3,21,2,2,1
4128,25-Oct-09,N,29,97,595,555,633,99,133,180,0,1,4,2,3,4,3,17,1,1,2
4129,27-Dec-12,N,18,88,437,704,173,195,80,148,1,2,5,1,1,2,1,12,2,3,1
4130,17-Feb-08,Y,26,91,274,675,157,90,141,119,0,2,5,2,1,4,3,11,1,2,2
4131,29-Apr-09,N,35,120,349,574,357,146,119,162,0,2,2,3,3,3,1,2,1,3,2
4132,13-Oct-12,Y,18,89,702,719,281,98,134,153,1,2,5,1,1,3,2,26,1,1,1
4133,13-Apr-09,N,16,54,181,231,54,72,102,130,1,1,4,1,2,3,2,26,2,3,1
4134,25-Aug-10,Y,28,132,707,948,76,164,119,154,0,1,4,1,1,2,1,11,2,3,1
4135,10-Feb-09,Y,19,70,984,819,432,139,140,175,1,1,5,3,1,4,1,23,1,1,1
4136,6-May-07,N,23,145,282,144,35,110,167,89,1,2,5,2,2,4,3,11,2,3,1
4137,27-Nov-07,Y,27,68,445,488,925,113,91,103,0,2,5,1,3,1,2,30,1,1,1
4138,8-Oct-11,Y,12,77,114,223,787,93,130,185,1,2,4,1,2,2,3,9,1,1,1
4139,10-May-11,N,6,145,254,564,525,186,61,62,1,1,3,3,2,1,1,12,2,3,1
4140,6-Apr-12,Y,9,127,378,765,239,156,198,187,1,1,5,2,3,1,1,30,1,1,1
4141,28-Jun-10,Y,20,69,694,844,437,168,173,77,1,1,5,2,1,1,3,20,1,2,1
4142,1-Aug-09,Y,29,121,366,899,893,117,180,149,0,1,2,1,3,2,3,18,2,1,1
4143,7-Jul-13,N,18,143,668,389,745,94,75,95,1,2,5,3,3,4,2,11,2,1,1
4144,7-Feb-10,N,34,142,812,757,976,149,90,108,0,1,2,3,3,4,2,26,2,1,2
4145,4-Mar-13,Y,19,123,292,166,808,57,185,184,1,1,5,1,1,4,3,6,1,1,1
4146,5-Jan-12,Y,7,114,750,350,751,72,104,50,1,1,5,2,1,1,3,28,1,3,1
4147,16-Aug-10,Y,31,61,228,749,567,98,199,148,0,2,4,2,3,4,2,2,2,3,2
4148,10-Jul-11,N,31,121,535,182,168,190,125,63,0,1,2,1,3,1,3,3,1,1,1
4149,3-Aug-10,N,26,144,324,925,517,66,197,199,0,2,4,1,2,2,1,17,1,1,1
4150,9-Apr-10,N,30,75,818,488,558,168,111,83,0,1,3,2,2,3,3,17,1,2,2
4151,29-Jul-10,N,24,134,910,989,37,56,141,148,1,1,4,1,1,2,3,7,2,1,1
4152,27-Nov-08,N,29,62,498,529,26,167,64,136,0,1,5,2,3,2,3,27,1,1,2
4153,23-Jul-09,N,32,145,745,959,810,116,174,160,0,1,4,3,3,2,2,12,2,3,2
4154,18-Aug-10,Y,11,138,958,92,744,148,74,81,1,2,3,1,2,3,1,16,1,1,1
