age1,salary,Num_Citylived,jobtype,dv_jt_other,dv_jt_govt,dv_jt_biz,dv_jt_pvt,Payer,dv_payer_parents,dv_payer_self,dv_payer_company,ClsRelativesCnt,Travel,dv_travel_low,dv_travel_medium,dv_travel_high,RelativesAbroad,dv_Rel_yes,dv_Rel_No,AvgBill,StdAvgBill
64,40000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,384.5,-1.846785662
35,40000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,524.25,-0.459095551
63,100000,2,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,524.5,-0.4566131
27,100000,4,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,750,1.782557703
36,40000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,462.25,-1.0747434
53,100000,2,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,462,-1.077225851
34,40000,1,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,595.25,0.245920533
36,100000,4,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,654,0.829296519
64,40000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,433.75,-1.357742814
55,60000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,662.25,0.911217402
40,80000,3,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,580,0.094491022
30,80000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,585,0.144140042
54,80000,3,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,531,-0.392069374
63,60000,2,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,600.5,0.298052004
25,100000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,709.75,1.382883092
35,40000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,608,0.372525534
22,40000,1,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,453.25,-1.164111636
29,100000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,671.75,1.00555054
60,100000,2,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,665.25,0.941006814
45,80000,3,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,640.25,0.692761713
62,100000,4,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,690.5,1.191734365
37,40000,1,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,385.25,-1.839338309
50,60000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,521.75,-0.483920061
51,100000,4,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,723,1.514452995
47,100000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,567,-0.03459643
38,80000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,650,0.789577303
56,60000,4,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,581.5,0.109385728
48,40000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,567,-0.03459643
27,80000,1,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,604.25,0.335288769
27,100000,2,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,781.75,2.097828981
59,80000,3,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,464.75,-1.04991889
44,100000,2,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,738.75,1.670847408
58,100000,2,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,561.5,-0.089210352
47,40000,3,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,564.25,-0.061903391
58,100000,2,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,626.5,0.556226908
57,60000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,590.25,0.196271513
42,60000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,535,-0.352350158
25,60000,4,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,695,1.236418483
38,40000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,523,-0.471507806
50,80000,1,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,512.25,-0.5782532
27,80000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,606.25,0.355148377
29,100000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,767.75,1.958811724
50,40000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,482,-0.878629771
57,80000,1,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,576.75,0.062219159
28,40000,1,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,620,0.491683182
37,80000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,505.25,-0.647761828
41,40000,1,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,453.25,-1.164111636
61,100000,4,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,552.5,-0.178578588
52,60000,2,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,619.75,0.489200731
33,40000,3,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,465.25,-1.044953988
29,60000,4,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,713.75,1.422602308
37,100000,2,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,716,1.444944367
54,40000,1,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,433.25,-1.362707716
58,60000,2,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,673.25,1.020445246
39,80000,1,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,584,0.134210238
34,80000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,731,1.593891427
61,60000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,454.5,-1.151699381
35,40000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,450,-1.196383499
23,40000,3,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,555.25,-0.151271627
29,100000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,710.75,1.392812896
43,40000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,431,-1.385049775
60,100000,4,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,740.25,1.685742114
43,80000,1,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,439.25,-1.303128892
45,100000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,595.75,0.250885435
35,40000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,454.25,-1.154181832
38,60000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,703.75,1.323304268
60,100000,2,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,519.5,-0.506262121
60,100000,2,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,466.5,-1.032541733
28,40000,1,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,571.25,0.007605237
38,80000,3,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,548,-0.223262706
22,60000,4,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,579.25,0.087043669
38,80000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,600,0.293087102
47,40000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,581,0.104420826
63,100000,2,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,668.25,0.970796226
31,80000,3,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,648.25,0.772200145
30,100000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,680.75,1.094918776
56,80000,1,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,461.75,-1.079708302
37,60000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,614.75,0.439551711
31,100000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,573,0.024982394
54,100000,4,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,669,0.978243579
50,100000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,598,0.273227494
44,80000,1,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,615,0.442034162
63,80000,1,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,594.5,0.23847318
36,80000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,566,-0.044526234
35,40000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,504,-0.660174083
50,80000,3,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,497.25,-0.72720026
57,100000,4,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,705.25,1.338198974
24,40000,3,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,424.25,-1.452075952
35,80000,1,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,543.25,-0.270429275
35,100000,2,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,769.75,1.978671332
23,100000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,483.25,-0.866217516
47,60000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,610.75,0.399832495
55,100000,2,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,562.5,-0.079280548
54,60000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,613.75,0.429621907
64,100000,2,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,626.5,0.556226908
31,60000,2,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,660.75,0.896322696
39,80000,3,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,686,1.147050247
24,60000,4,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,632.25,0.613323281
37,80000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,520,-0.501297219
40,80000,1,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,533.25,-0.369727315
28,80000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,509.25,-0.608042612
65,80000,1,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,511.75,-0.583218102
51,100000,2,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,553.75,-0.166166333
50,40000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,540,-0.302701138
39,40000,1,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,443.25,-1.263409676
41,60000,2,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,733.75,1.621198388
60,100000,4,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,597.5,0.268262592
51,40000,1,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,437.25,-1.3229885
61,60000,2,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,651.25,0.801989558
41,80000,1,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,522,-0.48143761
34,80000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,691,1.196699267
53,80000,1,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,478,-0.918348987
30,60000,2,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,635,0.640630242
55,60000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,536.5,-0.337455452
59,100000,4,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,714.25,1.42756721
25,40000,3,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,600,0.293087102
42,40000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,437,-1.325470951
45,100000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,642.75,0.717586223
56,40000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,399.5,-1.697838601
47,60000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,670.75,0.995620736
43,40000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,518.25,-0.518674376
44,100000,4,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,672,1.008032991
51,40000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,451.25,-1.183971244
50,80000,3,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,561,-0.094175254
25,60000,4,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,612,0.41224475
28,60000,4,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,583,0.124280434
37,40000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,675,1.037822403
57,100000,2,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,625.25,0.543814653
41,40000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,612,0.41224475
53,100000,2,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,674.75,1.035339952
30,40000,1,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,491,-0.789261535
46,80000,3,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,645.25,0.742410733
31,40000,3,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,545.25,-0.250569667
62,40000,1,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,384.75,-1.844303211
48,60000,4,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,617,0.46189377
38,80000,1,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,650,0.789577303
30,80000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,653,0.819366715
62,80000,1,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,662.5,0.913699853
52,60000,4,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,589,0.183859258
63,100000,4,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,693.25,1.219041326
25,80000,1,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,539.25,-0.310148491
59,40000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,497.5,-0.724717809
37,40000,3,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,572.25,0.017535041
63,100000,2,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,548.5,-0.218297804
58,60000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,599.25,0.285639749
28,60000,2,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,657.75,0.866533284
58,40000,3,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,514.75,-0.55342869
58,60000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,518.25,-0.518674376
50,80000,3,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,604,0.332806318
34,80000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,539,-0.312630942
50,60000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,508,-0.620454867
59,80000,3,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,601.5,0.307981808
31,60000,4,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,730,1.583961623
42,40000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,563,-0.074315646
60,100000,2,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,588.25,0.176411905
31,80000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,604.25,0.335288769
25,100000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,803.75,2.316284669
61,100000,2,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,577.25,0.067184061
31,40000,1,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,582,0.11435063
46,80000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,526.25,-0.439235943
62,100000,4,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,552.5,-0.178578588
30,40000,3,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,477.25,-0.92579634
33,60000,4,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,690.75,1.194216816
51,60000,2,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,639.75,0.687796811
58,80000,1,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,499.5,-0.704858201
30,60000,2,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,588,0.173929454
40,80000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,688,1.166909855
61,60000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,473.5,-0.963033105
43,40000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,446,-1.236102715
24,40000,3,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,567.25,-0.032113979
47,40000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,389,-1.802101544
35,40000,3,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,648,0.769717694
45,80000,1,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,437.25,-1.3229885
36,40000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,531.25,-0.389586923
49,60000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,687.75,1.164427404
59,100000,2,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,450.5,-1.191418597
22,60000,2,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,489,-0.809121143
33,100000,4,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,653,0.819366715
49,40000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,478.25,-0.915866536
53,60000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,692.75,1.214076424
29,40000,1,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,522.25,-0.478955159
41,100000,4,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,698,1.266207895
49,60000,2,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,605,0.342736122
35,80000,3,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,531,-0.392069374
29,80000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,584,0.134210238
50,80000,3,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,535,-0.352350158
33,60000,4,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,573,0.024982394
35,80000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,641,0.700209066
50,60000,2,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,593,0.223578474
40,80000,1,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,475.25,-0.945655948
29,100000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,637.75,0.667937203
51,80000,1,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,471.25,-0.985375164
53,100000,2,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,629.75,0.588498771
40,80000,3,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,673.25,1.020445246
62,40000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,644.5,0.73496338
39,40000,1,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,348.25,-2.206741057
47,40000,1,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,362.25,-2.067723801
51,60000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,558.75,-0.116517313
32,40000,3,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,554.25,-0.161201431
41,100000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,592,0.21364867
40,80000,1,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,600,0.293087102
63,80000,1,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,615.5,0.446999064
35,60000,2,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,451,-1.186453695
40,80000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,583,0.124280434
50,100000,4,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,668.75,0.975761128
57,80000,3,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,442.75,-1.268374578
34,40000,3,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,560,-0.104105058
37,80000,1,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,563.25,-0.071833195
65,40000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,483.5,-0.863735065
49,40000,3,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,597.25,0.265780141
29,100000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,600,0.293087102
52,60000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,600.75,0.300534455
25,60000,2,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,664.75,0.936041912
40,100000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,623,0.521472594
52,40000,3,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,573.25,0.027464845
46,60000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,470,-0.997787419
45,80000,3,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,666,0.948454167
27,80000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,504,-0.660174083
56,60000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,468.5,-1.012682125
57,80000,3,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,655.5,0.844191225
47,80000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,493,-0.769401927
64,100000,2,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,525.25,-0.449165747
24,40000,1,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,590.25,0.196271513
31,100000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,812.75,2.405652905
49,40000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,538,-0.322560746
46,80000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,483.25,-0.866217516
41,100000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,784.75,2.127618393
55,40000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,560.5,-0.099140156
46,40000,1,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,503.25,-0.667621436
29,60000,4,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,654.75,0.836743872
46,100000,2,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,642,0.71013887
51,60000,2,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,655.75,0.846673676
37,80000,1,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,522,-0.48143761
56,80000,1,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,541.5,-0.287806432
25,40000,3,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,668,0.968313775
63,80000,3,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,555.75,-0.146306725
51,100000,4,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,818.75,2.465231729
33,40000,3,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,668,0.968313775
60,40000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,453.5,-1.161629185
25,100000,4,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,665,0.938524363
49,40000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,415.25,-1.541444188
60,60000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,651.25,0.801989558
54,100000,2,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,453,-1.166594087
29,40000,1,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,511.25,-0.588183004
37,100000,4,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,643,0.720068674
58,40000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,394.75,-1.74500517
58,60000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,637.25,0.662972301
43,80000,3,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,550,-0.203403098
31,80000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,580,0.094491022
39,80000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,610,0.392385142
22,100000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,608,0.372525534
27,100000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,697.75,1.263725444
41,40000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,624,0.531402398
