Cust_id,Responder,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18
2935,1,E,735,F,36,Male,Other,3,4,5,5,5,Coupon,Yes,5,,Yes,No,107
2936,1,C,7718,E,55,Female,Unmarried,5,4,3,3,2,Coupon,No,1,,No,No,164
2937,1,B,8301,B,48,Female,Married,6,1,2,3,4,Card,Yes,1,,No,No,38
2938,1,A,6035,C,17,Male,Unmarried,5,7,5,1,2,Card,Yes,1,,No,Yes,96
2939,1,G,3246,B,15,Female,Married,3,3,5,3,4,Card,Yes,5,,Yes,No,80
2940,1,F,5646,D,35,Female,Married,3,4,4,3,4,Card,No,1,,No,Yes,151
2941,1,H,2940,C,4,Female,Other,3,2,5,2,2,Coupon,No,2,,Yes,Yes,148
2942,1,I,6068,E,8,Female,Unmarried,7,3,6,4,5,Other,No,4,,Yes,No,49
2943,1,H,8860,B,37,Female,Unmarried,5,1,2,1,4,Card,No,5,,Yes,No,39
2944,1,F,5461,B,58,Female,Other,4,1,6,4,5,Other,No,3,,No,No,185
2945,1,F,7947,B,59,Male,Other,3,5,1,1,1,Cash,No,5,,Yes,Yes,114
2946,1,H,8241,D,59,Female,Unmarried,4,4,5,5,4,Coupon,No,5,,No,Yes,165
2947,1,I,2529,F,18,Female,Married,5,4,1,3,4,Cash,Yes,5,,Yes,No,166
2948,1,H,2955,F,68,Female,Married,3,6,6,2,3,Cash,No,5,,Yes,Yes,98
2949,1,B,5466,E,69,Male,Unmarried,3,4,3,3,4,Cash,No,3,,No,No,18
2950,1,I,1275,B,78,Male,Married,3,5,4,4,3,Card,No,2,,No,No,156
2951,1,B,257,F,19,Male,Unmarried,3,1,5,5,2,Other,No,2,,No,No,111
2952,1,G,4887,C,7,Female,Other,5,6,2,2,5,Cash,No,4,,Yes,Yes,163
2953,1,D,7255,B,65,Male,Other,7,7,7,3,5,Other,No,1,,Yes,Yes,98
2954,1,E,5295,C,48,Female,Unmarried,4,3,7,5,6,Cash,Yes,1,,Yes,Yes,51
2955,1,C,6630,C,31,Female,Other,4,4,5,3,5,Card,Yes,2,,No,Yes,85
2956,1,B,3662,E,69,Female,Married,6,4,1,2,4,Coupon,No,4,,No,No,181
2957,1,A,6268,B,32,Female,Unmarried,4,1,1,2,4,Other,No,2,,No,No,19
2958,1,G,8639,B,68,Female,Married,5,5,2,4,5,Coupon,Yes,5,,Yes,No,170
2959,1,D,733,D,41,Male,Unmarried,7,2,1,3,2,Coupon,No,3,,Yes,Yes,138
2960,1,E,7818,F,31,Female,Married,6,1,4,5,2,Cash,No,5,,Yes,No,145
2961,1,C,2514,F,24,Male,Unmarried,6,2,2,5,5,Cash,Yes,2,,Yes,Yes,183
2962,1,B,5439,E,48,Male,Other,5,5,7,5,2,Coupon,No,5,,No,Yes,102
2963,1,A,8404,D,50,Male,Other,7,5,6,4,1,Cash,Yes,1,,Yes,No,5
2964,1,E,2941,E,24,Female,Unmarried,7,4,3,5,2,Coupon,No,5,,No,No,24
2965,1,C,6376,B,28,Female,Married,4,4,3,4,5,Other,No,3,,Yes,Yes,123
2966,1,B,990,A,20,Female,Unmarried,4,2,4,3,4,Other,Yes,1,,No,No,28
2967,1,A,4067,F,13,Female,Married,6,3,7,5,3,Coupon,No,5,,Yes,Yes,104
2968,1,G,4226,A,56,Male,Unmarried,3,4,3,2,4,Cash,No,1,,No,No,187
2969,1,F,5111,C,29,Male,Unmarried,5,6,4,1,4,Coupon,Yes,5,,No,No,23
2970,1,H,5752,A,5,Female,Married,5,7,5,3,4,Card,No,4,,No,No,163
2971,1,I,6445,B,66,Female,Other,3,1,3,3,2,Cash,No,5,,No,No,174
2972,1,H,348,C,73,Male,Other,5,6,3,2,2,Coupon,No,1,,Yes,Yes,27
2973,1,F,8441,B,9,Male,Other,7,2,4,3,1,Other,No,1,,No,Yes,172
2974,1,F,6167,D,64,Female,Other,3,2,1,3,3,Card,Yes,1,,No,No,11
2975,1,H,4928,A,23,Male,Other,4,4,3,4,6,Other,Yes,2,,Yes,No,131
2976,1,I,6802,E,38,Female,Married,3,1,5,2,3,Coupon,No,3,,Yes,No,96
2977,1,H,7078,B,51,Male,Unmarried,5,1,3,5,2,Card,No,3,,Yes,Yes,28
2978,1,B,6301,A,80,Female,Married,5,1,5,3,2,Card,Yes,2,,Yes,No,22
2979,1,I,7750,F,51,Male,Other,4,1,2,4,2,Card,Yes,3,,No,No,161
2980,1,B,908,A,45,Female,Married,6,4,6,5,3,Other,No,2,,Yes,Yes,175
2981,1,G,4793,C,50,Female,Other,4,3,3,3,3,Coupon,No,3,,No,No,66
2982,1,D,5712,A,31,Male,Other,5,2,6,3,2,Other,No,4,,Yes,Yes,191
2983,1,E,1914,B,76,Female,Unmarried,4,3,2,2,3,Card,No,1,,No,Yes,145
2984,1,C,3525,C,6,Male,Unmarried,4,4,6,3,1,Card,Yes,4,,No,Yes,107
2985,1,B,1210,B,42,Female,Married,7,1,4,5,4,Card,No,4,,Yes,No,141
2986,1,A,1702,D,67,Female,Other,6,7,4,3,2,Cash,Yes,1,,No,No,188
2987,1,G,330,A,15,Female,Unmarried,5,2,5,4,6,Other,No,2,,Yes,No,166
2988,1,D,4508,C,11,Female,Other,4,7,7,3,5,Cash,Yes,4,,No,Yes,29
2989,1,E,6026,C,35,Female,Other,5,1,6,2,4,Cash,No,2,,No,No,192
2990,1,C,1317,E,50,Male,Other,4,7,3,3,5,Card,Yes,2,,No,Yes,26
2991,1,B,8002,B,14,Male,Married,3,3,4,2,2,Card,Yes,4,,Yes,Yes,78
2992,1,A,1080,B,68,Female,Married,7,7,5,5,5,Cash,Yes,5,,Yes,No,184
2993,1,E,1872,D,37,Female,Unmarried,5,3,5,3,4,Other,Yes,3,,No,No,128
2994,1,C,1219,F,19,Female,Other,3,3,3,2,5,Coupon,No,5,,Yes,No,52
2995,1,B,2541,F,63,Male,Other,7,7,3,3,4,Coupon,Yes,5,,No,No,85
2996,1,A,3505,E,54,Male,Unmarried,4,2,2,3,2,Cash,Yes,2,,No,No,9
2997,1,G,8859,B,73,Female,Married,5,3,2,4,2,Cash,Yes,2,,Yes,Yes,104
2998,1,F,2186,C,72,Male,Unmarried,5,1,5,4,3,Card,Yes,4,,Yes,Yes,89
2999,1,H,1030,B,53,Male,Other,7,1,5,4,5,Card,No,1,,No,Yes,56
3000,1,I,6107,D,35,Female,Married,7,1,5,1,2,Other,Yes,4,,No,Yes,97
3001,1,H,1470,A,59,Female,Other,4,1,5,3,3,Other,No,3,,No,No,195
3002,1,F,8168,C,69,Male,Unmarried,3,2,4,5,4,Cash,Yes,2,,No,No,88
3003,0,F,840,C,9,Female,Other,1,2,1,1,6,Card,Yes,2,,Yes,No,137
3004,0,H,4374,E,8,Male,Unmarried,4,3,2,3,3,Cash,No,4,,No,Yes,82
3005,0,I,936,B,2,Male,Married,1,1,2,4,10,Card,Yes,5,,No,No,80
3006,0,H,1158,B,41,Female,Unmarried,6,3,1,10,8,Card,No,3,,Yes,Yes,56
3007,0,B,4120,B,1,Male,Married,6,2,7,2,5,Card,Yes,4,,No,No,11
3008,0,I,6246,D,13,Male,Unmarried,5,4,7,1,6,Card,Yes,5,,No,No,64
3009,0,B,5119,F,66,Female,Unmarried,3,7,4,3,5,Coupon,No,4,,Yes,Yes,26
3010,0,G,2170,F,63,Male,Other,1,3,10,3,6,Other,Yes,2,,Yes,No,91
3011,0,D,7442,E,8,Male,Married,4,5,3,2,1,Card,No,2,,Yes,No,95
3012,0,E,1588,B,55,Female,Other,3,6,9,1,4,Card,No,4,,No,No,38
3013,0,C,5412,C,76,Male,Married,3,1,6,4,10,Coupon,No,3,,No,No,195
3014,0,B,8205,B,48,Male,Married,2,3,7,10,7,Card,No,1,,Yes,No,109
3015,0,A,1126,D,50,Male,Married,6,3,5,9,6,Coupon,No,1,,No,Yes,50
3016,0,G,4595,C,49,Male,Unmarried,7,1,4,1,9,Card,Yes,1,,No,No,112
3017,0,D,263,E,4,Female,Other,1,6,8,1,3,Card,Yes,3,,Yes,No,87
3018,0,E,7648,B,37,Female,Married,1,3,1,6,8,Other,No,4,,Yes,No,32
3019,0,C,767,B,41,Male,Unmarried,7,6,2,4,9,Coupon,No,5,,No,No,121
3020,0,B,6403,B,21,Male,Unmarried,4,2,3,3,1,Cash,Yes,3,,No,No,72
3021,0,A,385,D,30,Female,Other,3,3,4,5,10,Card,No,4,,No,Yes,200
3022,0,E,4306,F,72,Male,Married,1,3,10,5,7,Other,Yes,1,,No,Yes,105
3023,0,C,1612,F,56,Male,Married,1,7,8,5,2,Cash,No,4,,Yes,No,102
3024,0,B,8891,E,14,Male,Other,5,7,7,7,2,Coupon,Yes,5,,Yes,Yes,14
3025,0,A,8408,B,18,Female,Unmarried,3,7,7,6,3,Card,Yes,1,,No,No,84
3026,0,G,300,F,72,Male,Married,7,4,9,1,5,Cash,No,4,,No,No,173
3027,0,F,3633,C,70,Male,Other,7,5,3,10,1,Card,Yes,5,,No,No,108
3028,0,H,5572,B,71,Male,Unmarried,1,3,3,1,8,Coupon,Yes,5,,Yes,No,16
3029,0,I,5248,C,34,Male,Unmarried,2,1,7,8,8,Cash,No,5,,Yes,Yes,146
3030,0,H,109,C,11,Male,Unmarried,5,3,6,5,3,Cash,No,3,,Yes,Yes,71
3031,0,F,4367,E,27,Male,Other,6,2,6,7,3,Other,Yes,4,,No,Yes,136
3032,0,F,5129,B,23,Female,Unmarried,5,1,10,5,7,Card,No,1,,No,Yes,65
3033,0,H,662,B,72,Female,Unmarried,7,5,4,5,7,Card,No,5,,Yes,Yes,169
3034,0,I,2862,D,78,Male,Unmarried,5,7,6,9,6,Cash,No,1,,No,No,179
3035,0,H,994,F,6,Male,Unmarried,2,4,4,10,2,Cash,No,5,,Yes,Yes,28
3036,0,B,2300,F,69,Male,Other,4,2,1,10,9,Card,No,4,,Yes,No,55
3037,0,I,7663,E,41,Female,Other,4,1,3,10,6,Card,No,5,,Yes,No,95
3038,0,B,1063,D,7,Female,Unmarried,1,5,2,3,5,Card,No,2,,No,Yes,90
3039,0,G,7002,E,39,Female,Unmarried,7,1,8,10,9,Card,No,5,,Yes,No,168
3040,0,D,6754,B,11,Male,Unmarried,7,5,2,3,5,Card,No,3,,Yes,No,152
3041,0,E,8060,A,47,Male,Other,1,3,10,10,1,Cash,Yes,5,,No,Yes,138
3042,0,C,2691,F,74,Male,Married,7,1,2,10,4,Cash,No,5,,Yes,Yes,43
3043,0,B,7403,A,63,Female,Other,3,2,4,3,1,Cash,Yes,2,,Yes,No,24
3044,0,A,6593,C,31,Male,Other,4,2,3,7,6,Cash,Yes,1,,Yes,Yes,12
3045,0,G,4863,A,4,Female,Unmarried,3,5,7,9,9,Coupon,No,5,,Yes,No,44
3046,0,D,686,B,43,Male,Other,6,3,9,7,5,Cash,No,3,,Yes,Yes,44
3047,0,E,5512,C,3,Female,Married,1,7,10,2,5,Other,Yes,1,,No,No,32
3048,0,C,3910,B,6,Female,Unmarried,3,3,8,8,3,Cash,Yes,3,,Yes,Yes,141
3049,0,B,236,D,37,Male,Married,5,7,9,10,6,Card,Yes,1,,No,No,111
3050,0,A,8569,A,7,Male,Unmarried,5,4,9,6,6,Coupon,No,2,,No,No,191
3051,0,E,6777,E,49,Male,Unmarried,4,7,6,10,10,Coupon,Yes,1,,Yes,No,29
3052,0,C,5785,B,39,Male,Other,6,4,4,10,4,Other,Yes,2,,No,No,100
3053,0,B,2986,A,2,Female,Married,1,4,2,4,9,Card,No,2,,Yes,Yes,167
3054,0,A,2697,F,38,Female,Other,3,4,10,3,6,Coupon,Yes,1,,Yes,Yes,170
3055,0,G,2250,A,64,Female,Unmarried,5,7,5,8,6,Card,No,1,,Yes,Yes,12
3056,0,F,4752,C,34,Female,Other,2,6,9,5,5,Card,No,5,,Yes,Yes,79
3057,0,H,4625,A,72,Male,Unmarried,2,7,5,4,9,Cash,No,3,,Yes,No,177
3058,0,I,6585,B,21,Male,Married,7,5,5,3,2,Other,Yes,4,,Yes,No,64
3059,0,H,486,C,46,Female,Married,4,5,9,8,8,Card,Yes,5,,Yes,Yes,146
3060,0,F,1652,B,27,Female,Married,6,7,5,8,1,Card,No,4,,No,Yes,197
3061,0,F,3854,D,19,Female,Married,3,1,5,4,6,Coupon,Yes,5,,No,Yes,168
3062,0,H,7015,A,30,Male,Married,7,4,3,9,8,Card,No,1,,Yes,Yes,152
3063,0,I,8162,C,73,Male,Other,7,2,4,5,2,Other,Yes,3,,Yes,Yes,195
3064,0,H,6655,C,63,Female,Married,4,2,3,1,3,Other,Yes,3,,Yes,Yes,181
3065,0,B,4851,E,27,Male,Married,5,7,3,9,10,Card,No,2,,Yes,No,34
3066,0,I,223,B,70,Female,Married,6,2,8,10,3,Card,No,5,,No,No,190
3067,0,B,8101,B,11,Male,Other,7,5,9,5,10,Coupon,No,1,,No,Yes,83
3068,0,G,4103,D,8,Male,Married,7,6,7,4,5,Other,Yes,5,,Yes,Yes,75
3069,0,D,6120,F,69,Male,Other,2,5,9,9,9,Coupon,Yes,5,,Yes,No,140
3070,0,E,6106,F,8,Male,Other,2,2,10,10,9,Card,Yes,2,,No,Yes,90
3071,0,C,5322,E,33,Female,Other,7,1,8,8,6,Card,No,3,,No,Yes,31
3072,0,B,3986,B,21,Male,Married,1,2,7,8,6,Card,No,2,,No,No,167
3073,0,A,7826,C,67,Female,Unmarried,7,6,10,1,9,Other,No,4,,No,Yes,189
3074,0,G,8408,B,25,Female,Married,7,7,5,6,9,Other,No,4,,No,Yes,150
3075,0,D,4509,D,9,Male,Married,4,1,7,9,3,Card,Yes,2,,No,No,19
3076,0,E,4128,A,75,Female,Married,4,7,8,10,7,Other,No,2,,Yes,Yes,38
3077,0,C,1720,C,76,Female,Other,5,4,2,8,4,Other,No,2,,No,Yes,89
3078,0,B,2084,C,63,Male,Other,7,3,5,10,6,Other,Yes,1,,No,Yes,149
3079,0,A,2713,E,11,Female,Other,1,1,9,6,10,Coupon,Yes,3,,No,Yes,183
3080,0,E,1982,B,2,Male,Unmarried,4,4,6,2,4,Cash,Yes,2,,No,No,136
3081,0,C,8630,B,26,Male,Unmarried,4,6,6,2,9,Cash,No,3,,Yes,No,10
3082,0,B,8380,B,67,Male,Married,3,5,1,3,5,Other,No,4,,Yes,No,135
3083,0,A,1235,D,52,Male,Other,5,1,1,5,3,Cash,Yes,2,,Yes,No,79
3084,0,G,6430,F,6,Female,Other,4,6,9,2,4,Card,Yes,5,,No,Yes,73
3085,0,F,2439,F,13,Male,Married,4,5,7,7,2,Cash,No,4,,No,No,67
3086,0,H,7948,E,61,Female,Other,5,1,4,8,3,Cash,Yes,3,,No,Yes,178
3087,0,I,3494,B,59,Male,Married,3,1,9,9,9,Card,No,4,,Yes,Yes,43
3088,0,H,4906,C,61,Male,Other,2,5,8,2,6,Other,Yes,5,,No,No,36
3089,0,F,5279,B,47,Male,Unmarried,4,3,5,5,5,Other,Yes,4,,Yes,No,105
3090,0,F,389,D,2,Male,Married,6,1,5,9,5,Other,No,4,,Yes,Yes,167
3091,0,H,2703,C,26,Male,Unmarried,7,5,5,2,5,Other,Yes,3,,Yes,Yes,74
3092,0,I,914,E,68,Female,Unmarried,1,1,1,9,7,Card,Yes,2,,No,Yes,27
3093,0,H,8718,B,60,Male,Unmarried,4,1,7,7,8,Other,Yes,5,,No,Yes,50
3094,0,B,983,B,20,Male,Unmarried,1,3,10,2,2,Card,No,3,,Yes,No,96
3095,0,I,4132,B,67,Male,Married,7,2,7,6,10,Cash,Yes,1,,Yes,Yes,159
3096,0,B,2506,D,72,Male,Other,7,6,10,5,5,Cash,No,5,,Yes,No,57
3097,0,G,547,F,21,Male,Married,3,2,6,5,9,Card,Yes,5,,Yes,No,80
3098,0,D,4284,F,25,Male,Married,4,5,8,7,10,Card,Yes,1,,Yes,No,55
3099,0,E,5980,E,48,Female,Married,4,1,2,8,10,Cash,No,3,,Yes,Yes,192
3100,0,C,2287,B,60,Male,Married,5,3,9,4,6,Cash,Yes,5,,No,No,77
3101,0,B,573,F,1,Male,Other,4,1,7,10,9,Card,Yes,5,,Yes,No,136
3102,0,A,4997,C,13,Female,Married,5,4,9,7,10,Card,No,2,,No,No,18
3103,0,G,1452,B,62,Male,Unmarried,2,3,2,2,2,Cash,No,2,,No,Yes,180
3104,0,D,293,C,10,Female,Other,4,7,8,5,7,Card,No,2,,No,Yes,175
3105,0,E,5944,C,44,Female,Unmarried,2,2,3,2,5,Coupon,Yes,1,,No,No,130
3106,0,C,5073,E,11,Female,Married,2,1,9,3,7,Other,Yes,4,,No,Yes,120
3107,0,B,6554,B,30,Male,Unmarried,5,1,5,4,3,Cash,No,1,,No,Yes,185
3108,0,A,3293,B,3,Male,Other,3,7,3,3,8,Coupon,Yes,5,,No,Yes,84
3109,0,E,7010,D,46,Male,Other,1,6,1,1,9,Other,No,1,,No,Yes,88
3110,0,C,2961,F,21,Male,Unmarried,2,7,5,6,6,Cash,Yes,4,,Yes,No,86
3111,0,B,2157,F,77,Female,Unmarried,3,6,3,3,7,Coupon,No,1,,Yes,Yes,134
3112,0,A,8891,E,19,Female,Other,3,3,7,8,4,Other,No,1,,Yes,No,124
3113,0,G,7255,D,75,Male,Other,5,7,5,9,10,Cash,No,4,,Yes,Yes,88
3114,0,F,694,E,27,Male,Married,1,4,7,1,10,Card,No,3,,No,Yes,72
3115,0,H,3438,B,43,Female,Married,3,5,7,2,6,Card,Yes,1,,Yes,No,7
3116,0,I,3458,A,6,Female,Married,4,7,5,9,2,Cash,Yes,4,,Yes,Yes,71
3117,0,H,5837,F,64,Male,Unmarried,2,3,10,6,5,Card,No,4,,Yes,No,146
3118,0,F,7063,A,57,Female,Other,3,5,5,6,9,Other,Yes,3,,Yes,No,194
3119,0,F,1861,C,5,Male,Other,5,5,3,3,1,Other,No,1,,No,Yes,13
3120,0,H,4936,A,67,Female,Unmarried,2,3,1,2,2,Cash,No,5,,No,Yes,60
3121,0,I,3168,B,39,Female,Married,7,6,9,3,3,Card,No,1,,Yes,Yes,24
3122,0,H,5304,C,31,Male,Unmarried,3,6,10,1,10,Card,Yes,3,,No,No,7
3123,0,B,6823,B,9,Female,Married,7,1,3,1,1,Coupon,No,1,,No,No,7
3124,0,I,3621,D,42,Female,Unmarried,5,2,1,2,4,Cash,No,5,,No,No,132
3125,0,B,7982,A,1,Female,Other,4,6,5,10,7,Card,No,2,,Yes,Yes,122
3126,0,G,7598,E,58,Male,Unmarried,3,2,7,3,4,Coupon,Yes,5,,Yes,Yes,126
3127,0,D,8782,B,29,Male,Other,4,7,6,2,2,Card,No,3,,Yes,No,189
3128,0,E,6160,A,60,Female,Married,1,4,2,8,10,Coupon,Yes,3,,Yes,Yes,103
3129,0,C,824,F,36,Male,Married,4,6,4,2,10,Card,No,5,,No,No,51
3130,0,B,6654,A,72,Male,Other,7,5,10,8,7,Card,Yes,2,,Yes,Yes,12
3131,0,A,2099,C,29,Female,Unmarried,7,4,7,7,2,Other,No,3,,Yes,Yes,39
3132,0,G,7961,A,27,Female,Other,1,1,8,9,5,Cash,No,4,,Yes,No,64
3133,0,D,8014,B,4,Male,Unmarried,3,6,4,6,3,Other,No,2,,Yes,Yes,53
3134,0,E,6744,C,18,Female,Married,2,7,7,10,10,Cash,Yes,1,,No,Yes,105
3135,0,C,200,B,10,Male,Married,1,2,9,9,5,Other,No,1,,No,Yes,148
3136,0,B,4492,D,36,Male,Married,6,4,7,2,6,Other,Yes,4,,Yes,Yes,136
3137,0,A,7364,A,74,Female,Other,6,2,9,2,6,Coupon,No,4,,Yes,No,80
3138,0,E,6946,C,13,Female,Other,7,4,1,10,9,Card,Yes,2,,Yes,Yes,80
3139,0,C,8612,C,40,Male,Married,2,2,4,5,9,Coupon,No,2,,No,Yes,185
3140,0,B,1853,E,69,Female,Unmarried,6,3,10,6,5,Other,Yes,1,,No,Yes,149
3141,0,A,1949,B,79,Female,Married,7,3,10,1,1,Coupon,No,3,,No,No,179
3142,0,G,1307,B,5,Male,Unmarried,6,5,6,10,5,Cash,No,3,,No,Yes,71
3143,0,F,2651,D,52,Female,Unmarried,3,6,2,2,8,Cash,Yes,2,,No,No,155
3144,0,H,6928,F,42,Male,Other,2,3,10,8,9,Cash,Yes,5,,Yes,No,71
3145,0,I,2825,F,55,Male,Other,2,7,2,8,7,Cash,Yes,1,,No,Yes,21
3146,0,H,1059,E,24,Female,Unmarried,1,1,3,2,4,Other,Yes,1,,No,No,141
3147,0,F,1399,B,33,Female,Unmarried,1,7,1,4,5,Cash,No,5,,No,Yes,75
3148,0,F,7556,C,15,Female,Married,1,6,9,5,1,Coupon,Yes,2,,Yes,Yes,86
3149,0,H,2060,B,44,Male,Unmarried,4,2,7,7,2,Cash,No,2,,No,Yes,40
3150,0,I,7616,D,58,Female,Other,7,2,7,3,1,Card,No,3,,No,No,146
3151,0,H,335,A,78,Female,Unmarried,6,2,10,5,8,Coupon,Yes,1,,No,Yes,112
3152,0,B,5365,C,20,Female,Married,5,6,4,5,2,Card,No,4,,No,No,77
3153,0,I,3184,C,51,Male,Married,6,4,7,1,1,Cash,No,2,,Yes,Yes,52
3154,0,B,5651,E,24,Male,Married,2,5,5,6,5,Other,Yes,4,,No,Yes,36
3155,0,G,3642,B,63,Male,Married,2,3,6,8,9,Cash,No,1,,No,Yes,28
3156,0,D,7367,B,77,Male,Married,4,4,8,5,8,Card,No,2,,Yes,Yes,71
3157,0,E,2787,B,19,Male,Other,4,6,5,1,10,Coupon,No,5,,No,No,72
3158,0,C,8411,D,36,Male,Unmarried,7,4,9,9,8,Card,Yes,2,,No,Yes,123
3159,0,B,7466,F,52,Female,Unmarried,5,4,9,6,2,Other,Yes,2,,Yes,No,27
3160,0,A,1114,F,33,Male,Other,2,6,10,4,3,Coupon,No,2,,Yes,Yes,20
3161,0,G,4589,E,7,Female,Married,4,1,6,10,2,Card,No,2,,Yes,Yes,118
3162,0,D,7877,B,41,Male,Unmarried,4,5,10,9,8,Other,Yes,2,,No,No,22
3163,0,E,4680,C,2,Female,Unmarried,6,5,1,2,1,Coupon,Yes,4,,No,No,189
3164,0,C,5956,B,28,Female,Married,4,7,2,10,1,Card,No,5,,Yes,No,144
3165,0,B,2920,D,68,Female,Other,6,5,10,10,5,Other,Yes,1,,No,Yes,156
3166,0,A,2377,C,21,Female,Other,4,5,9,4,8,Card,No,3,,No,Yes,198
3167,0,E,4141,E,41,Female,Married,1,3,8,10,9,Other,Yes,5,,No,Yes,131
3168,0,C,7783,B,43,Male,Married,2,7,9,2,1,Coupon,Yes,5,,No,Yes,69
3169,0,B,6649,B,30,Male,Other,3,6,6,6,3,Card,No,1,,No,Yes,87
3170,0,A,515,B,73,Female,Married,3,1,6,2,6,Card,Yes,5,,Yes,Yes,124
3171,0,G,3751,D,40,Female,Other,3,1,6,8,1,Card,No,4,,No,No,10
3172,0,F,507,F,71,Male,Unmarried,3,2,4,10,6,Other,Yes,5,,Yes,No,130
3173,0,H,509,F,14,Male,Other,7,6,6,3,7,Coupon,Yes,2,,Yes,Yes,185
3174,0,I,2944,E,2,Female,Other,4,4,4,8,5,Other,No,2,,Yes,Yes,29
3175,0,H,3570,B,74,Female,Other,6,7,4,4,3,Coupon,Yes,5,,No,No,15
3176,0,F,1497,F,7,Female,Unmarried,2,7,3,10,10,Cash,Yes,2,,Yes,No,142
3177,0,F,6581,C,13,Female,Married,4,6,3,9,9,Coupon,No,3,,Yes,No,34
3178,0,H,2511,B,80,Female,Unmarried,4,3,3,3,2,Other,No,5,,Yes,No,80
3179,0,I,5948,C,18,Male,Unmarried,5,2,3,4,2,Card,No,2,,Yes,No,152
3180,0,H,2773,C,54,Male,Married,5,6,8,10,1,Other,No,3,,Yes,No,15
3181,0,B,421,E,72,Male,Married,7,3,1,5,7,Other,Yes,5,,Yes,No,15
3182,0,I,1684,B,13,Male,Unmarried,3,7,10,7,8,Cash,Yes,2,,Yes,No,27
3183,0,B,8633,B,74,Male,Married,7,3,2,6,3,Cash,No,1,,Yes,No,36
3184,0,G,3145,D,26,Male,Married,5,3,8,4,6,Coupon,Yes,2,,No,No,157
3185,0,D,7433,F,15,Male,Other,7,4,3,3,2,Coupon,Yes,5,,No,Yes,165
3186,0,E,7784,F,39,Female,Unmarried,6,7,8,3,6,Cash,No,4,,Yes,No,185
3187,0,C,7417,E,34,Female,Married,7,6,1,4,7,Other,Yes,3,,No,Yes,188
3188,0,B,8604,D,14,Male,Unmarried,2,1,3,2,4,Other,No,2,,Yes,Yes,192
3189,0,A,3188,E,6,Male,Other,5,6,7,1,8,Card,No,1,,No,No,132
3190,0,G,1258,B,21,Female,Other,7,6,2,4,9,Coupon,No,3,,Yes,Yes,99
3191,0,D,6178,A,29,Female,Other,2,4,8,9,10,Coupon,No,1,,No,Yes,162
3192,0,E,7685,F,37,Female,Other,3,1,10,1,7,Other,Yes,1,,Yes,Yes,77
3193,0,C,5612,A,14,Female,Unmarried,7,7,8,1,5,Other,No,3,,No,Yes,30
3194,0,B,6283,C,40,Female,Married,4,2,5,10,7,Card,Yes,5,,No,No,153
3195,0,A,7869,A,38,Male,Other,5,6,8,2,3,Cash,Yes,4,,Yes,No,130
3196,0,E,2266,B,33,Male,Married,5,2,7,5,2,Other,No,3,,No,No,64
3197,0,C,6039,C,8,Male,Married,7,1,8,10,9,Cash,Yes,1,,No,No,116
3198,0,B,784,B,68,Male,Married,4,2,2,7,6,Coupon,Yes,2,,Yes,Yes,136
3199,0,A,4993,D,18,Female,Unmarried,3,4,6,3,8,Cash,Yes,4,,Yes,No,138
3200,0,G,2904,A,66,Female,Other,1,7,9,8,10,Other,Yes,5,,Yes,No,7
3201,0,F,7311,E,65,Female,Married,5,4,7,9,10,Card,No,2,,No,No,167
3202,0,H,3744,B,61,Male,Married,2,4,1,8,2,Coupon,No,1,,Yes,Yes,70
3203,0,I,5083,A,44,Male,Unmarried,4,1,2,9,2,Other,Yes,3,,No,No,108
3204,0,H,8786,F,42,Female,Other,4,4,1,4,2,Other,Yes,5,,Yes,No,36
3205,0,F,3053,A,64,Male,Unmarried,3,3,6,3,8,Coupon,No,1,,Yes,No,151
3206,0,F,4132,C,33,Male,Married,7,4,7,7,10,Coupon,No,1,,No,No,153
3207,0,H,8234,A,80,Female,Married,6,1,1,4,5,Card,Yes,2,,No,Yes,139
3208,0,I,2160,B,80,Female,Married,4,2,9,9,3,Other,Yes,4,,No,No,93
3209,0,H,7932,C,71,Female,Unmarried,3,7,7,1,6,Other,Yes,3,,No,No,82
3210,0,B,6926,B,72,Female,Married,4,2,3,9,4,Cash,Yes,2,,Yes,No,71
3211,0,I,813,D,6,Male,Married,1,4,6,3,2,Cash,Yes,4,,Yes,No,46
3212,0,B,4387,A,76,Male,Unmarried,6,2,7,9,4,Card,Yes,1,,No,Yes,96
3213,0,G,8885,C,37,Female,Other,1,3,8,8,9,Coupon,Yes,5,,No,No,111
3214,0,D,3956,C,60,Female,Unmarried,5,7,5,3,3,Cash,No,4,,Yes,Yes,74
3215,0,E,6508,E,52,Female,Other,1,3,8,2,9,Card,No,1,,Yes,Yes,14
3216,0,C,5727,B,14,Female,Married,7,2,8,5,3,Cash,Yes,2,,No,Yes,149
3217,0,B,8017,B,26,Female,Other,4,2,10,3,8,Other,Yes,5,,No,Yes,129
3218,0,A,7653,D,76,Male,Married,1,4,10,2,6,Other,Yes,3,,Yes,No,183
3219,0,G,4840,F,16,Female,Unmarried,6,3,6,4,10,Other,Yes,1,,Yes,No,37
3220,0,D,2651,F,38,Female,Married,4,7,8,8,2,Card,Yes,5,,Yes,Yes,175
