master_id,Responder,Age,Channel,FS_code,Marital_status,Gender,Prosperity_Index,WSI,IncomeGrp,No of prod1,MSL_prod1,MR_prod,LifeStage,No of prod2,MSL_prod2,num_of_cars,Family_doctor
10717,0,53,Broker,B,Other,Male,Medium,2,2,1,8,Bike,Medium,5,26,4,0
10718,0,26,Broker,B,Other,Male,Medium,2,3,10,18,Bike,Medium,8,9,3,0
10719,0,26,Broker,B,No,Male,Low,3,1,4,22,Bike,Low,9,21,0,0
10720,0,60,Broker,B,Other,Male,High,1,2,6,34,Bike,High,4,19,2,0
10721,0,43,Broker,B,Yes,Male,Low,3,1,8,36,Bike,Low,9,27,0,1
10722,0,56,Broker,B,No,Male,High,1,3,7,6,Bike,High,10,30,4,1
10723,0,44,Broker,B,Other,Male,High,1,1,5,2,Bike,High,1,26,2,0
10724,0,43,Broker,B,No,Male,High,1,2,3,21,Bike,High,2,20,4,0
10725,0,37,Broker,B,Other,Male,Low,3,3,8,19,Bike,Low,4,31,3,0
10726,0,23,Broker,B,Other,Male,Medium,2,2,7,8,Bike,Medium,1,19,2,0
10727,0,33,Broker,B,No,Male,Medium,2,3,9,9,Bike,Medium,10,1,1,0
10728,0,31,Broker,B,No,Male,Low,3,2,3,31,Bike,Low,5,28,1,1
10729,0,54,Broker,B,No,Male,Low,3,3,5,18,Bike,Low,3,32,4,1
10730,0,39,Broker,B,Yes,Male,Medium,2,1,3,1,Bike,Medium,2,13,1,0
10731,0,29,Broker,B,Other,Male,Low,3,1,3,1,Bike,Low,10,1,0,0
10732,0,60,Broker,B,Yes,Male,Medium,2,3,8,8,Bike,Medium,4,26,1,1
10733,0,44,Broker,B,No,Male,High,1,3,1,35,Bike,High,9,31,4,0
10734,0,56,Broker,B,No,Male,Medium,2,1,7,26,Bike,Medium,10,35,4,1
10735,0,36,Broker,B,Other,Male,Low,3,1,3,31,Bike,Low,2,14,3,0
10736,0,54,Broker,B,Other,Male,High,1,2,4,26,Bike,High,1,14,4,0
10737,0,22,Broker,B,Yes,Male,High,1,2,4,25,Bike,High,4,21,3,1
10738,0,52,Broker,B,Other,Male,Medium,2,3,1,9,Home,Medium,6,21,3,1
10739,0,56,Broker,B,Yes,Male,Low,3,1,6,1,Home,Low,2,16,0,1
10740,0,37,Broker,B,Yes,Male,High,1,3,3,19,Home,High,5,1,2,1
10741,0,26,Broker,B,Other,Male,Medium,2,1,1,20,Home,Medium,6,32,4,0
10742,0,48,Broker,B,Yes,Male,Medium,2,1,10,7,Home,Medium,3,30,0,0
10743,0,32,Broker,B,Other,Male,Low,3,2,9,12,Home,Low,1,13,3,1
10744,0,29,Broker,B,No,Male,Low,3,1,2,19,Home,Low,2,16,2,1
10745,0,51,Broker,B,Other,Male,Medium,2,2,4,25,Home,Medium,4,22,3,0
10746,0,47,Broker,B,No,Male,Medium,2,3,1,12,Home,Medium,10,31,3,0
10747,0,55,Broker,B,No,Male,Medium,2,3,10,35,Home,Medium,5,8,3,1
10748,0,25,Broker,C,No,Male,Low,3,3,3,28,Home,Low,3,9,1,1
10749,0,46,Broker,C,Yes,Male,Low,3,3,2,27,Home,Low,10,33,0,1
10750,0,40,Broker,C,No,Male,Medium,2,3,7,7,Home,Medium,7,4,1,1
10751,0,55,Broker,C,Yes,Male,Low,3,3,9,16,Home,Low,6,23,4,1
10752,0,51,Broker,C,No,Male,High,1,1,8,11,Home,High,5,6,4,0
10753,0,21,Broker,C,Yes,Male,High,1,1,6,10,Home,High,8,31,2,1
10754,0,38,Broker,C,Yes,Male,Low,3,1,3,35,Home,Low,6,8,3,1
10755,0,28,Broker,C,Other,Male,Medium,2,2,6,16,Home,Medium,6,14,3,1
10756,0,47,Broker,C,Yes,Male,Medium,2,2,3,8,Home,Medium,7,30,3,0
10757,0,48,Broker,C,Yes,Male,Low,3,1,8,9,Home,Low,7,4,0,1
10758,0,54,Broker,C,Yes,Male,Medium,2,3,6,21,Home,Medium,5,21,0,1
10759,0,27,Broker,C,Yes,Male,Medium,2,1,8,19,Home,Medium,4,6,2,0
10760,0,52,Broker,C,Yes,Male,Low,3,2,6,6,Home,Low,1,34,1,1
10761,0,47,Broker,C,No,Male,Medium,2,3,7,36,Home,Medium,2,32,0,1
10762,0,54,Broker,C,Yes,Male,High,1,3,3,25,Home,High,4,28,2,0
10763,0,42,Broker,C,Other,Male,High,1,1,4,19,Home,High,6,35,3,1
10764,0,26,Broker,C,No,Male,High,1,2,4,25,Home,High,10,22,2,1
10765,0,53,Broker,C,Other,Male,Medium,2,3,7,16,Home,Medium,10,12,2,1
10766,0,24,Broker,C,No,Male,Medium,2,1,6,12,Home,Medium,4,34,2,1
10767,0,56,Broker,C,Other,Male,High,1,3,9,25,Home,High,7,36,1,1
10768,0,52,Broker,C,No,Male,Medium,2,1,9,19,Home,Medium,8,24,2,0
10769,0,58,Broker,C,Yes,Male,Low,3,2,8,17,Home,Low,7,4,4,0
10770,0,44,Broker,C,Other,Male,Medium,2,1,8,30,Home,Medium,10,7,2,1
10771,0,22,Broker,C,Yes,Male,Low,3,3,3,11,Home,Low,10,27,4,0
10772,0,37,Broker,C,Other,Male,High,1,3,6,20,Home,High,1,19,4,1
10773,0,42,Broker,C,Other,Male,High,1,1,8,27,Home,High,9,9,3,0
10774,0,51,Broker,C,Yes,Male,High,1,3,9,2,Home,High,10,36,4,0
10775,0,24,Broker,C,Other,Male,High,1,3,8,7,Home,High,7,21,3,1
10776,0,53,Broker,C,Other,Male,Low,3,3,3,22,Home,Low,10,33,3,0
10777,0,51,Broker,C,No,Male,High,1,1,2,2,Home,High,4,14,0,0
10778,0,41,Broker,C,No,Male,Low,3,1,10,11,Home,Low,10,16,1,1
10779,0,43,Broker,C,Yes,Male,Low,3,2,10,20,Home,Low,8,27,3,0
10780,0,28,Broker,C,Other,Male,High,1,2,8,1,Home,High,8,14,4,0
10781,0,23,Broker,C,Yes,Male,Low,3,3,2,32,Home,Low,3,15,4,0
10782,0,58,Broker,C,No,Male,Medium,2,1,6,14,Home,Medium,9,28,4,1
10783,0,59,Broker,C,No,Male,High,1,2,10,17,Home,High,10,35,1,0
10784,0,34,Broker,C,No,Male,Low,3,3,6,19,Home,Low,2,8,2,0
10785,0,51,Broker,C,Other,Male,Medium,2,1,7,30,Home,Medium,10,27,0,0
10786,0,43,Broker,C,No,Male,Medium,2,3,5,10,Home,Medium,2,10,1,0
10787,0,56,Broker,C,No,Male,High,1,3,8,16,Home,High,1,6,3,0
10788,0,41,Broker,C,No,Male,Medium,2,1,4,34,Home,Medium,10,26,4,0
10789,0,21,Broker,C,No,Male,High,1,1,9,6,Home,High,7,24,1,0
10790,0,44,Broker,C,Yes,Male,Medium,2,2,7,16,Home,Medium,4,11,2,1
10791,0,56,Broker,C,Yes,Male,Medium,2,3,2,20,Home,Medium,10,25,1,0
10792,0,30,Broker,C,Yes,Male,High,1,3,10,4,Home,High,1,34,4,1
10793,0,47,Broker,C,No,Male,Low,3,3,4,23,Home,Low,5,2,2,1
10794,0,24,Broker,C,No,Male,Medium,2,1,6,8,Home,Medium,10,8,1,0
10795,0,57,Broker,C,No,Male,Medium,2,1,8,18,Home,Medium,5,14,0,0
10796,0,37,Broker,C,Other,Male,Medium,2,2,1,22,Home,Medium,10,30,3,0
10797,0,35,Broker,C,Other,Male,Low,3,3,1,35,Home,Low,5,16,3,1
10798,0,50,Broker,C,Other,Male,Low,3,1,8,29,Home,Low,6,15,0,1
10799,0,24,Broker,C,Other,Male,Medium,2,3,8,12,Home,Medium,7,17,1,0
10800,0,32,Broker,C,Other,Male,Low,3,1,3,12,Home,Low,2,13,1,0
10801,0,34,Broker,C,Yes,Male,High,1,3,6,33,Home,High,1,35,4,1
10802,0,59,Broker,C,Yes,Male,High,1,2,3,27,Home,High,4,20,1,1
10803,0,25,Broker,C,No,Male,Medium,2,2,7,15,Home,Medium,8,1,0,1
10804,0,25,Broker,C,Other,Male,Low,3,2,3,15,Home,Low,8,4,1,1
10805,0,30,Broker,C,Other,Male,Low,3,1,8,18,Home,Low,5,27,1,0
10806,0,40,Broker,C,Yes,Male,Low,3,2,6,7,Home,Low,9,11,0,0
10807,0,30,Broker,C,Other,Male,High,1,2,4,3,Home,High,1,15,0,1
10808,0,25,Broker,C,Other,Male,Low,3,2,5,28,Home,Low,6,15,1,1
10809,0,40,Broker,C,No,Male,Low,3,2,6,13,Home,Low,9,6,2,1
10810,0,49,Broker,C,Yes,Male,Low,3,1,6,30,Home,Low,7,4,3,0
10811,0,54,Broker,C,No,Male,High,1,3,7,4,Home,High,10,16,4,1
10812,0,31,Broker,C,Other,Male,Low,3,3,2,1,Home,Low,2,17,0,1
10813,0,46,Broker,C,No,Male,High,1,3,8,15,Home,High,3,27,2,0
10814,0,28,Broker,C,Other,Male,High,1,1,1,33,Home,High,10,19,1,0
10815,0,57,Broker,C,No,Male,Low,3,2,1,3,Home,Low,2,8,0,1
10816,0,42,Broker,C,Yes,Male,High,1,2,2,30,Home,High,6,24,2,0
10817,0,56,Broker,C,Other,Male,Medium,2,3,2,14,Home,Medium,1,18,2,1
10818,0,54,Broker,C,Yes,Male,High,1,2,7,22,Home,High,8,24,1,0
10819,0,26,Broker,C,Other,Male,High,1,1,2,6,Home,High,2,16,2,0
10820,0,55,Broker,C,No,Male,High,1,1,10,22,Home,High,3,20,0,1
10821,0,32,Broker,C,No,Male,Low,3,2,6,25,Home,Low,3,34,1,1
10822,0,54,Broker,C,Other,Male,Medium,2,2,3,11,Home,Medium,2,16,3,1
10823,0,46,Broker,C,Other,Male,High,1,1,8,18,Home,High,9,32,0,0
10824,0,59,Broker,C,No,Male,Medium,2,1,10,18,Home,Medium,3,27,2,0
10825,0,20,Broker,C,Other,Male,Medium,2,3,8,4,Home,Medium,8,3,1,0
10826,0,52,Broker,C,Other,Male,Medium,2,3,2,26,Home,Medium,9,13,3,0
10827,0,49,Broker,C,Yes,Male,High,1,3,2,17,Home,High,7,8,2,0
10828,0,32,Broker,C,Other,Male,Medium,2,1,4,12,Home,Medium,1,30,3,0
10829,0,38,Broker,C,Yes,Male,Low,3,1,1,19,Home,Low,9,23,3,1
10830,0,59,Broker,C,Other,Male,High,1,3,3,24,Home,High,8,36,4,1
10831,0,37,Broker,C,No,Male,Low,3,3,7,13,Home,Low,7,14,4,1
10832,0,41,Broker,C,Yes,Male,High,1,1,4,16,Home,High,2,9,3,0
10833,0,43,Broker,C,Other,Male,Medium,2,3,2,24,Home,Medium,9,17,0,1
10834,0,53,Broker,C,No,Male,Low,3,2,5,10,Home,Low,8,30,3,0
10835,0,55,Broker,C,No,Male,Medium,2,1,3,6,Home,Medium,6,11,0,1
10836,0,36,Broker,C,Other,Male,High,1,3,4,9,Home,High,7,18,2,0
10837,0,39,Broker,C,No,Male,Low,3,3,1,22,Home,Low,7,9,2,0
10838,0,59,Broker,C,No,Male,Low,3,1,2,7,Home,Low,1,11,4,1
10839,0,42,Broker,C,Other,Male,High,1,1,7,5,Home,High,3,30,4,0
10840,0,30,Broker,C,No,Male,Medium,2,1,9,34,Home,Medium,10,15,1,0
10841,0,55,Broker,C,Yes,Male,Low,3,3,10,9,Home,Low,9,23,3,1
10842,0,45,Broker,C,Yes,Male,Low,3,3,7,31,Home,Low,9,32,0,0
10843,0,31,Broker,C,Other,Male,Medium,2,3,4,17,Home,Medium,7,14,2,1
10844,0,26,Broker,C,Yes,Male,Low,3,3,1,29,Home,Low,1,36,2,0
10845,0,43,Broker,C,Other,Male,Low,3,3,2,6,Home,Low,5,6,4,1
10846,0,60,Broker,C,Yes,Male,Low,3,3,2,15,Home,Low,3,12,0,1
10847,0,53,Broker,C,Other,Male,Medium,2,1,7,6,Home,Medium,4,35,0,0
10848,0,40,Broker,C,Other,Male,Medium,2,2,6,15,Home,Medium,9,9,2,1
10849,0,44,Broker,D,Yes,Male,Low,3,3,8,25,Home,Low,4,31,0,0
10850,0,49,Broker,D,Yes,Male,Medium,2,3,7,28,Home,Medium,2,6,4,1
10851,0,41,Broker,D,Yes,Male,High,1,1,3,5,Home,High,4,22,0,0
10852,0,48,Broker,D,No,Male,Medium,2,3,1,6,Home,Medium,7,26,4,1
10853,0,39,Broker,D,No,Male,Medium,2,2,1,27,Home,Medium,6,32,0,0
10854,0,49,Broker,D,No,Male,Low,3,2,10,2,Home,Low,4,10,0,0
10855,0,23,Broker,D,Other,Male,Low,3,1,1,9,Home,Low,3,15,4,1
10856,0,35,Broker,D,Other,Male,High,1,1,5,9,Home,High,10,32,4,0
10857,0,43,Broker,D,Yes,Male,Low,3,3,5,19,Home,Low,10,16,4,1
10858,0,33,Broker,D,Other,Male,High,1,3,8,12,Home,High,6,22,0,1
10859,0,37,Broker,D,No,Male,Low,3,2,3,9,Home,Low,1,24,3,1
10860,0,40,Broker,D,No,Male,Medium,2,2,10,22,Home,Medium,2,7,0,0
10861,0,41,Broker,D,Other,Male,Low,3,1,6,20,Home,Low,1,7,3,0
10862,0,50,Broker,D,No,Male,Low,3,2,9,11,Home,Low,6,23,2,1
10863,0,23,Broker,D,No,Male,Medium,2,3,6,26,Home,Medium,10,19,1,0
10864,0,37,Broker,D,Other,Male,High,1,2,7,21,Home,High,5,24,4,1
10865,0,36,Broker,D,Other,Male,High,1,3,1,2,Home,High,8,29,0,1
10866,0,32,Broker,D,No,Male,Low,3,3,7,10,Home,Low,9,35,0,1
10867,0,38,Broker,D,No,Male,Medium,2,3,7,23,Home,Medium,5,1,3,1
10868,0,23,Broker,D,Other,Male,Low,3,2,3,21,Home,Low,10,7,0,1
10869,0,27,Broker,D,Other,Male,Low,3,1,3,2,Home,Low,2,33,3,0
10870,0,26,Broker,D,Yes,Male,Medium,2,1,8,8,Home,Medium,6,14,1,1
10871,0,38,Broker,D,Other,Male,Medium,2,2,2,26,Home,Medium,5,14,2,0
10872,0,22,Broker,D,Other,Male,Medium,2,2,6,11,Home,Medium,1,12,2,0
10873,0,49,Broker,D,Yes,Male,Medium,2,2,7,31,Home,Medium,2,5,1,1
10874,0,21,Broker,D,Other,Male,Medium,2,1,8,21,Home,Medium,9,19,0,0
10875,0,25,Broker,D,Yes,Male,Low,3,2,5,18,Home,Low,3,28,2,1
10876,0,25,Broker,D,No,Male,High,1,3,10,20,Home,High,2,27,4,0
10877,0,20,Broker,D,Yes,Male,Low,3,1,5,35,Home,Low,1,11,2,0
10878,0,52,Broker,D,Yes,Male,High,1,1,4,29,Home,High,10,14,0,1
10879,0,27,Broker,D,Other,Male,Medium,2,3,7,30,Home,Medium,9,21,1,0
10880,0,24,Broker,D,No,Male,High,1,3,8,2,Home,High,2,30,0,0
10881,0,21,Broker,D,Other,Male,High,1,2,7,28,Home,High,10,14,3,0
10882,0,45,Broker,D,Yes,Male,Medium,2,1,8,27,Home,Medium,2,2,3,1
10883,0,26,Broker,D,No,Male,Medium,2,1,6,6,Home,Medium,9,35,0,1
10884,0,35,Broker,D,No,Male,High,1,2,10,36,Home,High,4,8,4,0
10885,0,21,Broker,D,Yes,Male,High,1,3,5,14,Home,High,7,29,3,1
10886,0,22,Broker,D,Yes,Male,Low,3,1,6,15,Home,Low,5,4,2,0
10887,0,29,Broker,D,Yes,Male,Medium,2,3,4,29,Home,Medium,9,25,4,0
10888,0,25,Broker,D,Other,Male,Low,3,2,6,28,Home,Low,6,10,0,1
10889,0,58,Broker,D,No,Male,High,1,2,1,35,Home,High,10,3,4,1
10890,0,34,Broker,D,Yes,Male,Low,3,1,9,26,Home,Low,2,6,2,0
10891,0,35,Broker,D,No,Male,Low,3,1,3,28,Home,Low,6,9,0,0
10892,0,23,Broker,D,Yes,Male,High,1,1,1,11,Home,High,2,10,2,1
10893,0,42,Broker,E,No,Male,Low,3,3,2,6,Home,Low,10,28,4,0
10894,0,53,Broker,E,No,Male,High,1,3,6,5,Home,High,7,5,4,1
10895,0,34,Broker,E,Yes,Male,Low,3,1,6,15,Home,Low,6,32,2,0
10896,0,41,Broker,E,No,Male,Medium,2,1,4,10,Home,Medium,1,3,2,1
10897,0,34,Broker,E,Yes,Male,High,1,1,6,2,Home,High,8,28,2,0
10898,0,23,Broker,E,Yes,Male,High,1,1,10,16,Home,High,3,17,0,1
10899,0,41,Broker,E,Yes,Male,Medium,2,2,3,11,Home,Medium,4,31,3,1
10900,0,31,Broker,D,Other,Male,High,1,1,6,22,Home,High,9,16,1,1
10901,0,52,Broker,D,Other,Male,Medium,2,3,1,8,Home,Medium,4,21,4,0
10902,0,43,Broker,D,Yes,Male,High,1,3,5,36,Home,High,2,2,2,0
10903,0,34,Broker,D,Yes,Male,Medium,2,1,3,5,Home,Medium,2,12,0,0
10904,0,35,Broker,D,Yes,Male,Low,3,1,7,18,Home,Low,1,17,2,0
10905,0,29,Broker,D,No,Male,High,1,3,2,1,Home,High,6,23,4,0
10906,0,32,Broker,D,Yes,Male,Medium,2,3,6,1,Home,Medium,1,7,4,0
10907,0,46,Broker,D,Yes,Male,Medium,2,2,4,36,Home,Medium,1,19,1,0
10908,0,22,Broker,D,Other,Male,Medium,2,3,3,35,Home,Medium,2,7,1,0
10909,0,33,Broker,D,Yes,Male,Medium,2,2,1,34,Home,Medium,7,36,1,1
10910,0,52,Broker,D,Yes,Male,Medium,2,3,4,3,Life,Medium,8,28,0,1
10911,0,21,Broker,D,Other,Male,Low,3,2,10,31,Life,Low,9,23,4,0
10912,0,56,Broker,D,Other,Male,Low,3,2,1,28,Life,Low,7,9,0,0
10913,0,23,Broker,D,Yes,Male,Low,3,1,4,3,Life,Low,8,16,0,1
10914,0,30,Broker,D,Yes,Male,Low,3,1,10,36,Life,Low,1,31,2,1
10915,0,31,Broker,D,Other,Male,Medium,2,2,10,9,Life,Medium,2,11,2,1
10916,0,55,Broker,D,Yes,Male,Medium,2,1,4,12,Life,Medium,10,18,4,0
10917,0,43,Broker,D,Other,Male,Low,3,1,2,13,Life,Low,9,15,0,1
10918,0,31,Broker,D,No,Male,Low,3,2,9,24,Life,Low,10,32,4,0
10919,0,21,Broker,D,No,Male,Low,3,3,2,18,Life,Low,2,15,0,1
10920,0,41,Broker,D,Other,Male,Low,3,1,5,29,Life,Low,8,24,4,0
10921,0,60,Broker,D,Other,Male,Low,3,3,6,17,Life,Low,1,8,4,1
10922,0,57,Broker,D,Yes,Male,Medium,2,1,7,36,Life,Medium,5,15,1,1
10923,0,27,Broker,D,No,Male,Low,3,3,6,30,Life,Low,6,1,4,1
10924,0,53,Broker,D,Yes,Male,Low,3,2,6,22,Life,Low,1,28,1,1
10925,0,49,Broker,D,Yes,Male,Medium,2,3,4,30,Life,Medium,6,21,2,0
10926,0,25,Broker,D,Other,Male,High,1,1,7,3,Life,High,1,6,2,1
10927,0,51,Broker,D,Yes,Male,High,1,2,1,26,Life,High,3,12,3,0
10928,0,48,Broker,D,Other,Male,Medium,2,1,10,31,Life,Medium,6,31,3,1
10929,0,37,Broker,D,Yes,Male,Medium,2,2,5,12,Life,Medium,6,19,0,0
10930,0,57,Broker,D,Other,Male,Low,3,3,7,25,Life,Low,7,29,4,0
10931,0,37,Broker,D,Yes,Male,High,1,2,5,5,Life,High,2,15,2,0
10932,0,27,Broker,D,Yes,Male,High,1,2,3,7,Life,High,4,29,4,0
10933,0,39,Broker,D,No,Male,Low,3,1,3,21,Life,Low,8,11,0,0
10934,0,43,Broker,D,Yes,Male,Medium,2,3,10,36,Life,Medium,4,19,2,1
10935,0,20,Broker,D,No,Male,Medium,2,1,3,34,Life,Medium,9,15,2,0
10936,0,45,Broker,D,No,Male,Low,3,3,5,21,Life,Low,2,12,0,0
10937,0,48,Broker,D,Other,Male,High,1,3,1,21,Life,High,10,7,2,0
10938,0,41,Broker,D,Yes,Male,Low,3,1,5,15,Life,Low,2,27,3,1
10939,0,41,Broker,D,Other,Male,High,1,2,6,34,Life,High,9,32,1,0
10940,0,31,Broker,D,No,Male,High,1,3,6,19,Life,High,7,23,3,0
10941,0,29,Broker,D,No,Male,Low,3,2,2,27,Life,Low,10,13,0,0
10942,0,37,Broker,D,Other,Male,Low,3,1,4,20,Life,Low,4,21,1,1
10943,0,55,Broker,D,Other,Male,High,1,2,5,19,Life,High,1,11,0,1
10944,0,24,Broker,D,Yes,Male,High,1,2,9,34,Life,High,4,4,4,0
10945,0,59,Broker,D,Other,Male,High,1,3,10,25,Life,High,9,5,2,1
10946,0,21,Broker,D,Yes,Male,High,1,2,3,34,Life,High,5,18,1,0
10947,0,33,Broker,D,Yes,Male,Low,3,1,4,16,Life,Low,1,27,3,1
10948,0,51,Broker,D,No,Male,High,1,1,8,22,Life,High,4,5,1,0
10949,0,56,Broker,D,Other,Male,Low,3,3,10,29,Life,Low,7,28,3,1
10950,0,42,Broker,D,No,Male,Medium,2,3,8,32,Life,Medium,2,19,0,0
10951,0,42,Broker,D,Other,Male,High,1,1,4,28,Life,High,3,35,1,0
10952,0,34,Broker,D,No,Male,Low,3,2,2,19,Life,Low,7,34,1,0
10953,0,40,Broker,D,No,Male,High,1,2,2,13,Life,High,3,9,2,0
10954,0,40,Broker,D,No,Male,High,1,1,4,27,Life,High,2,3,4,0
10955,0,37,Broker,D,Yes,Male,Low,3,2,10,23,Life,Low,3,3,1,0
10956,0,43,Broker,D,No,Male,High,1,3,9,33,Life,High,9,15,4,0
10957,0,25,Broker,D,Yes,Male,Medium,2,3,8,3,Life,Medium,7,36,2,0
10958,0,59,Broker,D,Other,Male,High,1,1,9,5,Life,High,10,30,1,0
10959,0,46,Broker,D,Yes,Male,High,1,1,1,5,Life,High,3,24,2,0
10960,0,36,Broker,D,No,Male,Medium,2,2,5,14,Life,Medium,8,9,0,1
10961,0,39,Broker,D,No,Male,Low,3,2,6,16,Life,Low,6,7,1,1
10962,0,44,Broker,D,Yes,Male,High,1,2,3,4,Life,High,10,1,4,1
10963,0,60,Broker,D,No,Male,Low,3,2,1,26,Life,Low,5,11,4,1
10964,0,26,Broker,D,No,Male,Medium,2,3,7,32,Life,Medium,9,4,0,1
10965,0,60,Broker,D,No,Male,Medium,2,1,4,22,Life,Medium,9,16,1,0
10966,0,51,Broker,D,Other,Male,Low,3,2,3,30,Life,Low,10,36,3,1
10967,0,48,Broker,D,Other,Male,Medium,2,1,5,18,Life,Medium,1,31,2,1
10968,0,36,Broker,D,Yes,Male,Low,3,3,9,13,Life,Low,6,7,2,1
10969,0,20,Broker,D,Yes,Male,Medium,2,2,5,28,Life,Medium,9,35,0,0
10970,0,25,Broker,D,No,Male,Medium,2,3,9,18,Life,Medium,5,27,4,1
10971,0,36,Broker,D,No,Male,Medium,2,2,8,19,Life,Medium,9,12,3,0
10972,0,52,Broker,D,No,Male,Medium,2,2,1,20,Life,Medium,4,1,2,1
10973,0,54,Broker,D,Other,Male,High,1,1,2,18,Life,High,5,23,3,0
10974,0,57,Broker,D,Yes,Male,Medium,2,2,7,32,Life,Medium,9,10,0,1
10975,0,20,Broker,D,Other,Male,Low,3,3,8,25,Life,Low,1,33,1,1
10976,0,44,Broker,D,Yes,Male,High,1,2,9,4,Life,High,10,35,3,0
10977,0,30,Broker,D,Yes,Male,Medium,2,1,8,17,Life,Medium,6,31,4,1
10978,0,53,Broker,D,Other,Male,Low,3,3,7,14,Life,Low,7,26,1,1
10979,0,58,Broker,D,No,Male,Medium,2,3,7,17,Life,Medium,1,21,3,1
10980,0,22,Broker,D,Other,Male,High,1,3,9,26,Car,High,6,20,3,1
10981,0,26,Broker,D,Yes,Male,Low,3,1,10,34,Car,Low,3,34,4,0
10982,0,21,Broker,D,Yes,Male,High,1,2,1,11,Car,High,1,31,1,0
10983,0,58,Broker,D,Other,Male,High,1,2,6,3,Car,High,9,24,2,0
10984,0,46,Broker,D,No,Male,Low,3,1,6,21,Car,Low,4,1,2,1
10985,0,21,Broker,D,No,Male,High,1,1,1,20,Car,High,10,17,2,1
10986,0,55,Broker,D,Other,Male,High,1,2,4,18,Car,High,9,18,1,1
10987,0,44,Broker,D,Yes,Male,Medium,2,3,5,4,Car,Medium,9,14,0,1
10988,0,34,Broker,D,No,Male,High,1,2,3,32,Car,High,5,14,1,1
10989,0,53,Broker,D,No,Male,High,1,1,2,35,Car,High,6,16,2,1
10990,0,40,Broker,D,Yes,Male,High,1,1,1,15,Car,High,3,34,1,1
10991,0,42,Broker,D,Other,Male,Medium,2,3,4,35,Car,Medium,8,31,0,1
10992,0,40,Broker,D,Yes,Male,High,1,2,4,16,Car,High,4,15,2,1
10993,0,53,Broker,D,No,Male,Medium,2,3,5,17,Car,Medium,6,23,1,0
10994,0,53,Broker,D,Yes,Male,High,1,3,2,23,Car,High,4,19,1,1
10995,0,54,Broker,D,No,Male,Low,3,1,9,13,Car,Low,1,14,1,0
10996,0,49,Broker,D,Other,Male,High,1,2,3,4,Car,High,8,20,1,0
10997,0,42,Broker,D,Other,Male,High,1,1,3,16,Car,High,6,20,4,1
10998,0,41,Broker,D,Yes,Male,Medium,2,1,1,33,Car,Medium,5,16,2,0
10999,0,39,Broker,D,Other,Male,High,1,3,10,3,Car,High,10,19,0,1
11000,0,30,Broker,D,Other,Male,Medium,2,3,6,2,Car,Medium,7,28,2,1
11001,0,55,Broker,D,Other,Male,Medium,2,3,8,1,Car,Medium,9,14,3,1
11002,0,34,Broker,D,No,Male,High,1,2,4,32,Car,High,2,36,4,0
11003,0,21,Broker,D,No,Male,Low,3,3,7,17,Car,Low,3,25,3,1
11004,0,36,Broker,D,Yes,Male,Medium,2,1,4,29,Car,Medium,10,16,1,1
11005,0,47,Broker,D,Yes,Male,Low,3,1,10,30,Car,Low,7,10,0,0
11006,0,29,Broker,D,No,Male,Medium,2,1,3,34,Car,Medium,6,4,0,0
11007,0,47,Broker,D,Other,Male,Medium,2,1,10,9,Car,Medium,7,21,1,1
11008,0,34,Broker,D,No,Male,Low,3,2,2,33,Car,Low,2,4,3,0
11009,0,58,Broker,D,Other,Male,High,1,2,6,21,Car,High,6,23,2,0
11010,0,55,Broker,D,Yes,Male,Medium,2,2,3,33,Car,Medium,7,12,2,0
11011,0,44,Broker,D,No,Male,Low,3,2,6,30,Car,Low,9,30,2,0
11012,0,34,Broker,D,No,Male,Medium,2,1,2,16,Bike,Medium,3,19,1,1
11013,0,37,Broker,D,No,Male,Low,3,1,7,2,Bike,Low,2,23,4,1
11014,0,58,Broker,D,No,Male,Low,3,3,5,19,Bike,Low,4,20,4,1
11015,0,35,Broker,D,No,Male,High,1,3,4,35,Bike,High,5,26,3,0
11016,0,29,Broker,D,Yes,Male,Low,3,1,1,23,Bike,Low,2,1,2,1
11017,0,36,Broker,D,No,Male,High,1,2,9,26,Bike,High,2,30,4,0
11018,0,39,Broker,D,No,Male,High,1,1,2,26,Bike,High,4,20,4,1
11019,0,59,Broker,D,Yes,Male,High,1,1,7,5,Bike,High,10,13,2,0
11020,0,40,Broker,D,Yes,Male,Low,3,1,10,32,Bike,Low,4,12,0,1
11021,0,35,Broker,D,No,Male,Medium,2,1,2,20,Bike,Medium,1,9,2,1
11022,0,37,Broker,D,Yes,Male,Medium,2,1,2,9,Bike,Medium,8,16,4,0
11023,0,24,Broker,D,Yes,Male,Medium,2,1,4,31,Bike,Medium,1,25,1,1
11024,0,45,Broker,D,Other,Male,High,1,3,10,2,Bike,High,6,23,4,0
11025,0,21,Broker,D,No,Male,Low,3,3,3,26,Bike,Low,8,7,1,1
11026,0,57,Broker,D,No,Male,High,1,2,4,4,Bike,High,1,10,3,1
11027,0,22,Broker,D,No,Male,Low,3,3,9,29,Bike,Low,10,25,4,1
11028,0,43,Broker,D,No,Male,High,1,3,1,11,Bike,High,7,27,1,0
11029,0,51,Broker,D,Other,Male,High,1,3,1,27,Bike,High,8,1,2,1
11030,0,20,Broker,D,No,Male,Low,3,2,7,22,Bike,Low,4,1,3,0
