Cust_id,Plan_Chg_Flag,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27
1999,No,North,Medium,Unemployed,20,Male,3,200,7,Card,Postpaid,1,1,600,300,300,300,10,200,500,1,2,600,600,20,50,50,NA
2000,No,South,Low,Unemployed,30,Female,0,1200,15,Cash,Postpaid,1,2,300,600,300,100,300,50,500,1,1,300,300,100,50,50,NA
2001,No,South,Medium,Govt,50,Male,3,1200,15,Card,Postpaid,1,2,300,600,300,300,300,200,1500,1,1,600,300,20,500,50,NA
2002,No,South,Medium,Private,50,Female,0,200,15,Cash,Postpaid,1,2,600,600,300,100,300,50,500,2,1,300,600,20,50,20,NA
2003,No,South,High,Unemployed,20,Female,0,1200,15,Cash,Postpaid,1,1,300,600,300,100,300,200,1500,2,1,300,600,20,50,20,NA
2004,No,South,High,Private,50,Female,3,600,7,Cash,Postpaid,2,2,600,600,300,300,300,50,1500,2,1,600,600,100,50,50,NA
2005,No,South,High,Govt,30,Male,3,200,15,Cash,Postpaid,1,1,300,600,600,300,300,50,1500,2,1,300,300,100,50,50,NA
2006,No,North,Medium,Unemployed,30,Male,3,1200,15,Card,Postpaid,2,2,600,300,300,300,10,200,1500,2,1,600,600,100,500,20,NA
2007,No,North,Medium,Private,20,Female,3,200,7,Cash,Postpaid,2,1,300,300,600,100,10,200,500,2,2,300,600,100,50,20,NA
2008,No,North,Medium,Unemployed,20,Male,0,1200,15,Cash,Postpaid,1,1,300,300,300,100,10,200,500,1,2,300,600,20,50,20,NA
2009,No,Central,High,Unemployed,30,Male,0,1200,7,Cash,Postpaid,2,1,300,600,600,300,10,200,1500,2,2,300,600,20,500,50,NA
2010,No,Central,Low,Unemployed,50,Male,0,1200,15,Cash,Postpaid,1,2,600,600,300,300,300,50,1500,2,2,600,300,100,50,50,NA
2011,No,North,High,Unemployed,20,Male,0,1200,15,Card,Postpaid,2,2,600,300,600,100,10,50,1500,2,1,300,300,20,500,50,NA
2012,No,South,Low,Govt,20,Female,3,600,15,Card,Postpaid,1,2,300,600,600,300,300,50,500,2,2,600,600,20,500,50,NA
2013,No,Central,High,Private,50,Male,3,600,15,Card,Postpaid,1,1,300,600,600,300,300,50,1500,2,2,600,600,20,500,20,NA
2014,No,Central,Medium,Unemployed,20,Female,3,1200,15,Card,Postpaid,1,1,600,300,300,100,300,200,1500,2,2,600,600,100,500,20,NA
2015,No,North,Low,Govt,30,Female,0,1200,7,Card,Postpaid,1,2,600,300,600,300,10,50,1500,1,1,600,600,100,50,50,NA
2016,No,South,High,Unemployed,20,Female,0,200,15,Cash,Postpaid,2,2,600,300,600,300,10,200,500,2,1,600,600,100,500,20,NA
2017,No,Central,Medium,Govt,30,Female,0,1200,15,Cash,Postpaid,1,1,300,300,300,100,300,50,500,2,2,300,300,100,50,20,NA
2018,No,Central,Low,Private,50,Male,3,200,7,Card,Postpaid,2,1,300,300,300,300,300,200,1500,2,2,300,600,20,500,50,NA
2019,No,Central,High,Unemployed,50,Female,3,600,15,Card,Postpaid,1,1,300,600,300,300,10,50,500,1,2,300,600,100,500,20,NA
2020,No,North,Low,Private,50,Male,0,200,15,Card,Postpaid,1,1,600,600,300,300,10,50,1500,1,2,300,600,100,500,20,NA
2021,No,South,Low,Govt,30,Male,3,1200,7,Card,Postpaid,1,2,300,300,600,100,10,50,1500,2,1,600,600,100,500,20,NA
2022,No,Central,Medium,Govt,50,Female,0,1200,7,Cash,Postpaid,1,2,300,600,300,300,10,200,500,2,1,600,300,100,500,20,NA
2023,No,North,Low,Unemployed,50,Male,3,600,7,Card,Postpaid,1,1,600,300,600,100,300,50,500,1,1,600,600,20,500,50,NA
2024,No,North,Low,Unemployed,50,Male,0,1200,15,Cash,Postpaid,1,2,300,600,600,300,10,200,1500,1,1,300,600,20,50,20,NA
2025,No,North,Medium,Unemployed,30,Female,3,200,15,Cash,Postpaid,1,1,600,300,600,300,10,200,500,2,2,600,600,20,50,20,NA
2026,No,Central,High,Private,20,Male,3,600,15,Card,Postpaid,1,2,300,300,300,100,10,200,1500,1,1,300,600,100,50,50,NA
2027,No,North,Medium,Private,30,Female,3,1200,7,Card,Postpaid,1,1,600,300,300,300,10,200,1500,2,2,300,600,20,50,20,NA
2028,No,South,Medium,Govt,20,Male,3,200,15,Card,Postpaid,2,1,300,600,300,100,10,200,1500,1,1,600,600,20,500,50,NA
2029,No,North,Medium,Unemployed,20,Male,3,1200,7,Cash,Postpaid,1,2,600,600,300,100,10,50,500,2,1,300,600,100,500,50,NA
2030,No,Central,High,Private,50,Male,3,600,7,Cash,Postpaid,2,1,600,600,300,300,300,50,500,2,2,600,600,100,50,20,NA
2031,No,North,Low,Govt,50,Female,0,200,7,Card,Postpaid,1,1,300,300,300,100,10,50,1500,1,1,300,600,100,50,50,NA
2032,No,South,Low,Unemployed,50,Female,0,1200,7,Cash,Postpaid,1,2,300,300,600,100,300,50,500,2,1,600,300,100,500,20,NA
2033,No,North,Medium,Unemployed,20,Male,3,200,15,Cash,Postpaid,2,2,300,600,600,100,10,50,500,1,2,300,300,100,50,20,NA
2034,No,South,Low,Unemployed,30,Male,0,1200,15,Card,Postpaid,2,2,300,600,600,300,10,50,500,2,2,300,300,100,500,50,NA
2035,No,North,High,Govt,20,Female,3,600,15,Card,Postpaid,2,1,600,600,300,300,300,50,1500,2,2,600,300,20,500,20,NA
2036,No,North,High,Unemployed,30,Male,3,200,15,Cash,Postpaid,2,1,600,300,300,300,300,50,1500,2,1,300,600,20,500,20,NA
2037,No,South,High,Govt,50,Female,3,200,15,Card,Postpaid,1,1,300,600,600,300,10,200,500,2,2,300,600,100,50,20,NA
2038,No,South,Low,Private,20,Male,3,200,7,Cash,Postpaid,1,2,600,300,600,300,10,200,500,1,2,300,600,20,500,50,NA
2039,No,South,Low,Govt,30,Male,3,600,15,Card,Postpaid,2,2,600,300,300,100,300,200,500,1,1,600,600,100,50,20,NA
2040,No,North,High,Govt,30,Male,0,200,7,Card,Postpaid,1,1,600,300,300,100,10,50,1500,1,1,600,600,20,500,50,NA
2041,No,South,Low,Govt,20,Female,3,600,7,Cash,Postpaid,2,2,300,600,300,300,300,200,1500,1,1,600,600,100,500,50,NA
2042,No,Central,High,Private,50,Male,3,600,7,Cash,Postpaid,1,2,600,600,300,300,10,50,500,1,1,600,600,20,50,20,NA
2043,No,North,High,Govt,50,Male,0,600,7,Cash,Postpaid,2,1,300,600,300,300,300,50,500,1,2,300,300,20,50,50,NA
2044,No,North,Low,Private,20,Female,0,200,7,Cash,Postpaid,1,2,600,300,600,300,10,200,1500,2,2,300,600,100,500,50,NA
2045,No,North,High,Private,50,Male,0,1200,15,Cash,Postpaid,1,2,600,600,600,100,10,200,500,1,2,300,300,100,50,50,NA
2046,No,North,Low,Unemployed,20,Male,0,1200,7,Card,Postpaid,1,2,300,300,600,300,300,200,500,2,1,300,600,20,500,50,NA
2047,No,Central,Medium,Govt,50,Male,3,200,15,Cash,Postpaid,1,1,300,300,600,300,10,50,1500,1,2,600,300,100,500,50,NA
2048,No,South,High,Govt,30,Male,3,600,15,Card,Postpaid,2,1,300,600,300,300,300,200,500,2,2,300,300,100,500,50,NA
2049,No,Central,Low,Unemployed,30,Male,3,200,7,Card,Postpaid,1,2,300,300,600,100,10,50,1500,1,2,600,600,20,50,50,NA
2050,No,South,Low,Unemployed,30,Male,0,200,7,Card,Postpaid,1,1,600,300,600,100,10,200,1500,1,2,600,300,100,500,20,NA
2051,No,North,Low,Unemployed,30,Male,3,200,15,Cash,Postpaid,1,1,300,600,600,100,10,200,1500,1,1,300,300,20,500,20,NA
2052,No,North,Low,Private,50,Male,0,200,7,Cash,Postpaid,1,2,600,600,300,100,300,200,1500,1,1,600,600,20,500,50,NA
2053,No,Central,High,Unemployed,30,Female,0,1200,7,Cash,Postpaid,2,2,600,300,600,300,10,50,1500,2,2,600,600,100,500,50,NA
2054,No,South,Low,Private,30,Female,3,200,7,Card,Postpaid,1,1,600,300,600,100,300,200,500,2,2,600,300,100,50,50,NA
2055,No,Central,High,Govt,30,Female,3,200,15,Card,Postpaid,1,1,600,300,600,300,300,50,1500,1,2,600,300,20,50,50,NA
2056,No,South,High,Unemployed,50,Male,0,600,7,Card,Postpaid,2,1,300,600,600,100,300,200,500,2,1,300,600,20,500,20,NA
2057,No,South,Medium,Private,30,Female,0,600,7,Card,Postpaid,1,2,300,600,300,100,300,50,1500,2,2,600,300,100,50,20,NA
2058,No,North,High,Private,20,Male,3,600,7,Card,Postpaid,1,1,600,300,600,100,300,50,500,1,2,600,600,100,500,20,NA
2059,No,South,Low,Unemployed,20,Female,3,600,15,Card,Postpaid,2,2,300,300,300,300,10,50,1500,1,1,600,300,100,500,50,NA
2060,No,Central,High,Unemployed,30,Male,3,600,7,Cash,Postpaid,2,1,300,600,300,100,300,50,1500,1,2,600,300,100,500,50,NA
2061,No,Central,Medium,Unemployed,50,Male,0,600,15,Card,Postpaid,1,1,300,300,300,100,10,50,1500,1,1,600,600,20,500,20,NA
2062,No,South,Medium,Govt,30,Male,0,200,7,Cash,Postpaid,1,1,300,600,600,300,300,50,500,1,1,300,600,20,50,20,NA
2063,No,Central,Low,Govt,50,Female,0,1200,7,Cash,Postpaid,2,2,300,300,300,300,10,50,500,1,1,600,600,20,500,50,NA
2064,No,South,High,Govt,30,Male,3,1200,15,Cash,Postpaid,1,1,300,300,600,100,10,200,500,1,2,300,600,100,500,50,NA
2065,No,Central,Low,Unemployed,20,Male,3,200,7,Cash,Postpaid,1,1,300,300,300,100,300,200,500,2,2,300,600,100,500,20,NA
2066,No,Central,High,Unemployed,50,Male,0,200,7,Cash,Postpaid,2,2,600,600,300,300,300,50,500,2,2,600,600,100,50,20,NA
2067,No,North,Medium,Private,30,Female,3,200,15,Card,Postpaid,1,2,600,300,300,300,300,200,1500,2,1,300,300,20,500,20,NA
2068,No,South,Medium,Govt,50,Female,3,200,15,Card,Postpaid,1,2,600,300,300,300,10,50,1500,2,1,600,600,100,50,50,NA
2069,No,Central,Low,Private,30,Male,0,600,7,Cash,Postpaid,1,1,600,600,600,300,300,50,500,1,2,300,600,100,500,20,NA
2070,No,North,High,Govt,20,Female,3,600,7,Cash,Postpaid,2,2,300,600,300,300,300,200,1500,2,2,300,300,100,500,20,NA
2071,No,Central,Low,Unemployed,20,Male,0,1200,7,Cash,Postpaid,1,2,300,300,300,100,10,50,500,1,2,600,600,100,50,20,NA
2072,No,North,Low,Private,20,Male,3,600,15,Card,Postpaid,2,2,600,300,300,300,10,50,1500,1,1,300,300,20,500,20,NA
2073,No,South,Medium,Unemployed,20,Female,0,600,7,Cash,Postpaid,2,2,300,600,300,100,300,50,1500,2,2,600,600,100,500,20,NA
2074,No,South,Low,Unemployed,20,Female,0,1200,15,Cash,Postpaid,2,1,300,600,300,300,300,200,1500,2,2,600,600,20,500,20,NA
2075,No,North,Medium,Govt,20,Female,3,600,7,Card,Postpaid,1,2,600,600,600,300,10,200,1500,1,1,600,300,20,500,20,NA
2076,No,South,Medium,Govt,30,Female,3,1200,7,Card,Postpaid,1,1,600,300,300,100,300,50,1500,1,2,300,600,100,50,50,NA
2077,No,North,Medium,Govt,30,Female,3,200,7,Cash,Postpaid,2,2,600,300,300,300,10,50,500,2,2,300,300,100,50,50,NA
2078,No,South,Low,Govt,20,Female,3,1200,7,Cash,Postpaid,2,2,300,600,600,100,300,200,1500,2,1,300,300,100,50,20,NA
2079,No,Central,Low,Govt,20,Male,3,1200,15,Cash,Postpaid,1,1,600,300,300,100,300,200,1500,1,1,300,600,100,50,20,NA
2080,No,North,High,Govt,30,Male,3,200,7,Card,Postpaid,1,2,300,600,600,100,10,200,500,1,2,300,300,100,500,20,NA
2081,No,South,Medium,Private,50,Female,0,200,15,Card,Postpaid,1,2,300,300,300,300,300,200,1500,2,1,300,300,20,50,50,NA
2082,No,Central,High,Private,50,Female,0,1200,7,Card,Postpaid,1,2,300,300,600,300,300,50,1500,1,2,300,600,100,500,20,NA
2083,No,Central,High,Private,30,Female,0,200,7,Card,Postpaid,2,2,300,600,600,300,10,200,500,1,2,300,300,20,500,20,NA
2084,No,Central,Medium,Govt,30,Male,3,200,7,Cash,Postpaid,1,2,300,300,300,300,10,200,1500,2,2,600,600,100,500,50,NA
2085,No,Central,High,Govt,30,Female,0,1200,15,Cash,Postpaid,2,2,300,300,600,100,300,50,1500,2,1,300,300,20,50,20,NA
2086,No,North,Medium,Private,50,Female,0,1200,15,Cash,Postpaid,2,1,600,300,300,300,10,50,1500,1,2,300,300,100,500,20,NA
2087,No,North,High,Govt,50,Male,0,1200,7,Card,Postpaid,2,1,300,300,600,300,10,50,500,1,1,600,600,100,50,50,NA
2088,No,Central,Low,Unemployed,20,Female,0,1200,15,Card,Postpaid,2,2,600,300,300,100,300,50,500,2,2,300,600,20,500,20,NA
2089,No,South,Medium,Private,30,Female,3,200,7,Card,Postpaid,1,1,600,300,300,300,300,50,1500,2,1,300,300,20,50,50,NA
2090,No,South,Low,Unemployed,20,Female,3,1200,15,Cash,Postpaid,2,1,600,300,600,100,10,200,500,2,1,300,300,100,500,20,NA
2091,No,South,Low,Govt,50,Male,3,200,15,Card,Postpaid,1,1,300,300,600,100,300,50,1500,1,1,300,600,100,50,20,NA
2092,No,North,Low,Private,20,Male,0,200,7,Card,Postpaid,1,1,600,300,300,300,10,50,500,1,1,300,300,20,500,50,NA
2093,No,Central,High,Govt,30,Male,3,200,7,Card,Postpaid,1,2,300,600,300,300,300,200,500,2,2,300,600,100,50,20,NA
2094,No,South,Medium,Private,50,Male,0,1200,15,Card,Postpaid,1,1,600,600,600,100,10,200,1500,1,1,300,300,20,50,50,NA
2095,No,Central,High,Private,50,Female,0,200,15,Cash,Postpaid,1,2,600,300,600,100,300,50,1500,2,2,300,300,100,500,20,NA
2096,No,North,High,Unemployed,20,Male,0,200,15,Card,Postpaid,1,1,600,600,300,100,10,200,1500,1,1,600,300,100,50,20,NA
2097,No,Central,Medium,Unemployed,50,Male,3,1200,15,Cash,Postpaid,1,1,300,300,300,300,10,200,500,2,2,600,300,100,500,50,NA
2098,No,North,Medium,Unemployed,30,Female,3,200,15,Card,Postpaid,2,2,300,300,600,100,300,50,500,2,1,300,300,100,500,50,NA
2099,No,North,Low,Private,20,Male,0,1200,7,Card,Postpaid,1,1,600,300,600,100,300,50,1500,2,1,300,300,20,50,20,NA
2100,No,North,Low,Unemployed,20,Female,3,1200,15,Card,Postpaid,1,2,300,600,300,100,10,200,1500,2,2,300,300,100,50,50,NA
2101,No,South,Low,Unemployed,30,Female,3,600,15,Card,Postpaid,1,2,600,300,300,100,300,50,500,2,1,300,600,100,50,50,NA
2102,No,North,Low,Unemployed,20,Female,0,200,15,Cash,Postpaid,2,2,300,300,600,300,10,50,1500,2,1,600,300,100,500,50,NA
2103,No,South,Low,Private,20,Male,0,200,7,Card,Postpaid,2,1,600,300,300,100,10,200,1500,1,2,300,300,100,50,50,NA
2104,No,Central,High,Private,20,Male,0,200,7,Cash,Postpaid,1,1,600,600,600,300,10,50,500,1,2,600,600,20,50,20,NA
2105,No,Central,Medium,Govt,20,Female,0,1200,15,Card,Postpaid,1,1,300,300,300,100,300,50,500,2,1,300,600,20,500,50,NA
2106,No,Central,Low,Private,30,Female,0,600,15,Cash,Postpaid,2,2,300,300,300,300,300,200,1500,2,2,600,600,100,500,20,NA
2107,No,Central,Medium,Unemployed,50,Male,0,200,7,Card,Postpaid,2,1,300,300,600,300,10,50,1500,1,2,600,300,20,500,50,NA
2108,No,Central,Low,Unemployed,20,Female,0,1200,7,Cash,Postpaid,1,1,300,600,600,100,300,200,1500,1,1,300,600,100,50,20,NA
2109,No,South,Medium,Unemployed,30,Female,3,1200,7,Card,Postpaid,2,1,600,600,600,100,10,50,1500,1,1,300,300,20,50,20,NA
2110,No,North,Low,Unemployed,30,Female,0,1200,15,Card,Postpaid,2,2,600,300,600,100,10,200,1500,2,2,600,300,20,50,50,NA
2111,No,Central,High,Unemployed,30,Female,0,600,15,Cash,Postpaid,2,1,600,600,600,100,10,50,1500,1,1,300,600,20,50,50,NA
2112,No,North,Medium,Unemployed,50,Male,0,600,7,Cash,Postpaid,2,1,300,600,600,300,10,200,500,1,1,300,600,100,500,50,NA
2113,No,South,High,Govt,20,Female,0,1200,15,Card,Postpaid,1,2,300,600,600,100,10,200,500,1,2,600,600,20,50,20,NA
2114,No,North,Medium,Unemployed,20,Female,3,1200,7,Card,Postpaid,1,1,600,300,600,100,300,200,500,1,2,300,300,100,500,50,NA
2115,No,South,High,Unemployed,20,Male,0,600,7,Cash,Postpaid,2,2,600,600,300,100,10,200,500,1,2,600,300,100,50,20,NA
2116,No,Central,High,Private,30,Female,3,200,7,Cash,Postpaid,2,2,600,600,600,300,10,200,500,2,1,300,300,100,50,20,NA
2117,No,Central,High,Unemployed,20,Female,0,1200,7,Cash,Postpaid,1,2,600,300,600,100,300,200,1500,1,2,600,300,100,50,50,NA
2118,No,North,High,Private,50,Female,0,200,7,Cash,Postpaid,1,2,300,600,300,100,300,200,1500,1,2,300,300,100,50,20,NA
2119,No,South,High,Private,50,Female,0,1200,7,Card,Postpaid,1,2,600,600,300,300,300,50,500,1,2,300,600,20,50,20,NA
2120,No,North,High,Govt,30,Male,3,200,7,Cash,Postpaid,1,2,600,300,600,300,300,50,1500,1,2,600,300,20,50,50,NA
2121,No,South,Low,Govt,30,Female,0,200,15,Card,Postpaid,1,1,600,300,600,300,10,200,500,1,1,600,300,20,500,50,NA
2122,No,South,Low,Unemployed,20,Male,0,200,15,Card,Postpaid,2,2,600,300,600,100,10,50,1500,1,1,300,300,100,500,20,NA
2123,No,South,High,Govt,20,Female,3,600,7,Card,Postpaid,2,1,300,300,300,100,10,50,500,2,1,300,300,20,500,20,NA
2124,No,Central,High,Govt,50,Female,3,1200,15,Cash,Postpaid,1,2,300,600,300,300,300,50,500,2,2,600,600,100,50,50,NA
2125,No,North,Low,Private,50,Male,0,1200,7,Cash,Postpaid,1,2,300,600,300,100,300,50,500,2,2,600,300,100,50,50,NA
2126,No,South,Low,Govt,20,Male,0,600,15,Cash,Postpaid,1,2,300,600,600,100,10,50,500,2,2,600,300,100,500,50,NA
2127,No,North,Medium,Govt,20,Female,0,600,15,Card,Postpaid,2,1,600,300,300,100,10,200,500,2,1,600,600,20,50,20,NA
2128,No,Central,Medium,Unemployed,20,Male,3,600,15,Card,Postpaid,1,2,300,300,600,300,300,200,500,2,2,300,300,20,500,50,NA
2129,No,Central,High,Private,50,Male,0,200,15,Card,Postpaid,2,1,600,600,600,100,10,50,1500,2,2,300,300,20,50,50,NA
2130,No,South,Low,Unemployed,30,Male,0,1200,15,Cash,Postpaid,1,1,600,300,600,100,10,50,500,1,1,300,600,100,50,20,NA
2131,No,North,Medium,Govt,20,Male,0,200,7,Cash,Postpaid,2,1,600,600,300,300,10,50,1500,1,1,300,300,100,500,20,NA
2132,No,Central,Medium,Unemployed,20,Male,3,600,7,Cash,Postpaid,2,1,600,600,600,100,10,200,1500,1,2,600,300,100,50,20,NA
2133,No,North,Medium,Private,20,Female,0,1200,7,Cash,Postpaid,1,2,300,300,600,100,10,50,500,2,1,600,600,20,50,20,NA
2134,No,Central,High,Govt,50,Male,3,1200,7,Cash,Postpaid,1,1,600,300,600,100,300,50,1500,2,2,300,300,20,50,20,NA
2135,No,Central,Low,Private,50,Male,3,1200,7,Card,Postpaid,2,1,600,600,600,100,300,200,500,2,2,600,600,100,500,20,NA
2136,No,South,Medium,Govt,50,Female,3,1200,15,Card,Postpaid,1,1,600,600,600,300,10,50,500,1,1,600,300,100,500,50,NA
2137,No,South,High,Govt,50,Female,3,1200,7,Cash,Postpaid,1,2,300,300,300,100,10,50,1500,1,2,300,300,100,500,20,NA
2138,No,South,Low,Unemployed,30,Female,0,1200,15,Cash,Postpaid,1,1,600,300,600,100,10,50,1500,2,1,300,300,100,50,20,NA
2139,No,South,High,Govt,30,Male,3,1200,7,Card,Postpaid,1,2,300,600,600,100,300,200,1500,2,2,300,600,100,50,20,NA
2140,No,South,Medium,Unemployed,20,Male,0,200,7,Cash,Postpaid,1,1,300,600,600,100,10,200,1500,1,1,300,300,20,500,20,NA
2141,No,Central,Medium,Private,30,Female,3,1200,15,Cash,Postpaid,2,2,600,300,600,300,10,50,500,1,1,300,600,100,500,50,NA
2142,No,North,Low,Govt,20,Female,3,600,15,Cash,Postpaid,1,1,600,300,300,100,300,200,500,1,1,300,600,100,50,50,NA
2143,No,North,High,Unemployed,30,Male,0,200,7,Cash,Postpaid,1,2,300,600,300,100,300,50,500,2,1,300,600,20,50,50,NA
2144,No,Central,High,Govt,50,Female,3,200,15,Cash,Postpaid,1,2,300,600,600,300,300,200,1500,2,2,600,300,100,50,20,NA
2145,No,North,High,Govt,20,Female,3,1200,7,Card,Postpaid,1,2,600,600,600,300,300,50,1500,2,1,300,600,20,500,50,NA
2146,No,North,High,Private,50,Male,3,600,15,Card,Postpaid,2,2,600,600,300,100,300,200,1500,2,1,300,300,100,50,20,NA
2147,No,North,Medium,Private,30,Female,0,1200,15,Cash,Postpaid,1,1,300,300,300,100,300,200,1500,1,2,600,600,100,50,50,NA
2148,No,North,Medium,Unemployed,20,Female,0,1200,7,Card,Postpaid,1,2,300,300,600,300,10,200,500,2,1,600,600,20,50,20,NA
2149,No,North,Medium,Unemployed,30,Female,0,200,15,Card,Postpaid,2,2,300,600,600,300,300,200,500,1,2,300,600,20,50,50,NA
2150,No,North,Low,Unemployed,30,Female,0,200,7,Card,Postpaid,2,2,300,300,300,300,300,50,500,2,1,600,600,100,50,20,NA
2151,No,South,Medium,Private,20,Male,3,1200,15,Card,Postpaid,2,1,600,600,300,300,10,200,1500,1,2,300,300,20,50,20,NA
2152,No,Central,High,Unemployed,20,Male,3,600,7,Cash,Postpaid,1,1,600,300,300,300,300,50,1500,2,1,300,300,100,500,50,NA
2153,No,North,Medium,Private,30,Male,0,1200,7,Cash,Postpaid,1,2,300,600,300,300,10,50,1500,1,1,600,600,100,500,50,NA
2154,No,South,Low,Govt,30,Male,3,1200,7,Card,Postpaid,2,1,600,300,300,300,10,50,1500,2,2,600,600,20,50,20,NA
2155,No,Central,High,Private,50,Female,3,600,7,Card,Postpaid,2,2,300,300,600,100,300,200,500,1,2,300,300,20,500,50,NA
2156,No,North,Medium,Unemployed,30,Female,0,200,7,Cash,Postpaid,1,1,300,600,600,100,10,50,1500,1,2,600,300,20,50,20,NA
2157,No,Central,Low,Govt,50,Female,3,600,7,Card,Postpaid,1,1,300,300,300,100,10,200,1500,1,1,300,600,20,50,20,NA
2158,No,North,High,Unemployed,50,Female,3,200,15,Cash,Postpaid,1,1,600,300,300,100,10,200,1500,1,1,600,600,20,500,20,NA
2159,No,Central,High,Unemployed,30,Female,0,200,15,Card,Postpaid,2,2,300,300,600,100,300,50,1500,1,2,300,600,100,50,50,NA
2160,No,North,Low,Private,20,Female,3,1200,7,Cash,Postpaid,2,1,600,300,600,100,10,50,500,2,2,300,600,100,500,50,NA
2161,No,North,High,Private,50,Male,3,1200,7,Cash,Postpaid,2,1,300,600,300,300,300,50,1500,2,2,300,300,100,50,50,NA
2162,No,Central,Low,Unemployed,20,Female,3,600,7,Card,Postpaid,2,1,300,600,300,100,10,200,1500,2,1,300,300,100,500,20,NA
2163,No,South,Medium,Unemployed,30,Male,3,600,15,Card,Postpaid,1,1,600,300,300,100,10,200,500,2,1,600,300,100,500,20,NA
2164,No,North,Medium,Unemployed,50,Female,0,1200,15,Cash,Postpaid,2,2,300,300,300,100,10,50,500,2,1,300,300,20,500,20,NA
2165,No,North,High,Govt,50,Male,3,600,15,Card,Postpaid,1,2,600,600,600,300,300,200,500,1,2,600,300,100,500,20,NA
2166,No,Central,Low,Govt,20,Male,0,600,15,Card,Postpaid,2,2,600,600,300,100,300,200,500,2,2,600,600,100,500,50,NA
2167,No,South,Medium,Govt,20,Female,0,600,15,Card,Postpaid,2,2,600,600,300,300,10,50,1500,1,2,600,300,100,50,20,NA
2168,No,North,Low,Govt,20,Male,3,200,7,Card,Postpaid,2,2,600,300,600,300,300,200,1500,1,1,300,600,100,500,20,NA
2169,No,Central,Low,Unemployed,50,Female,0,600,15,Cash,Postpaid,2,2,300,300,300,300,300,50,500,1,2,300,600,20,500,20,NA
2170,No,Central,Medium,Govt,50,Male,3,600,7,Card,Postpaid,1,2,300,300,600,100,10,200,500,2,1,300,600,20,50,20,NA
2171,No,North,High,Private,30,Male,0,600,15,Card,Postpaid,2,2,600,600,300,100,10,50,500,2,2,600,600,20,500,50,NA
2172,No,Central,High,Private,30,Male,0,200,15,Cash,Postpaid,1,2,300,600,300,300,300,200,500,1,1,300,300,100,50,50,NA
2173,No,Central,Low,Govt,20,Male,0,600,15,Cash,Postpaid,1,2,600,600,600,100,300,50,500,1,2,300,600,20,500,20,NA
2174,No,Central,Medium,Unemployed,30,Male,3,600,7,Card,Postpaid,2,1,300,600,300,100,300,200,500,2,2,600,300,100,500,50,NA
2175,No,South,Low,Private,30,Female,3,200,15,Cash,Postpaid,2,2,300,300,300,300,300,50,500,1,2,600,300,100,50,50,NA
2176,No,North,Low,Govt,50,Male,3,200,15,Card,Postpaid,1,1,600,300,600,300,300,200,1500,1,1,300,300,20,50,20,NA
2177,No,Central,Medium,Govt,30,Male,0,200,7,Card,Postpaid,2,2,600,300,300,300,300,200,500,2,1,300,300,20,50,20,NA
2178,No,South,Medium,Unemployed,20,Female,0,600,7,Card,Postpaid,1,1,300,600,300,300,10,50,500,1,2,300,300,20,50,50,NA
2179,No,Central,Medium,Unemployed,20,Female,0,600,7,Card,Postpaid,2,2,300,600,300,300,300,50,500,2,2,600,600,100,500,50,NA
2180,No,North,High,Unemployed,50,Female,3,200,7,Card,Postpaid,2,2,600,300,600,300,10,200,500,2,2,600,300,100,500,20,NA
2181,No,Central,Low,Unemployed,20,Female,0,600,7,Card,Postpaid,1,1,600,600,600,100,300,50,1500,2,2,600,300,20,500,50,NA
2182,No,North,Medium,Govt,20,Female,3,1200,7,Card,Postpaid,1,1,300,600,600,300,10,200,1500,2,2,600,600,100,50,50,NA
2183,No,South,Low,Govt,20,Female,3,1200,7,Card,Postpaid,2,2,600,600,600,300,300,200,500,1,1,300,600,20,50,20,NA
2184,No,South,Low,Private,50,Male,3,1200,7,Cash,Postpaid,1,2,600,300,300,100,10,50,1500,1,2,600,600,100,500,20,NA
2185,No,North,Medium,Govt,30,Female,0,600,7,Card,Postpaid,1,2,300,600,600,100,300,50,1500,1,2,600,600,100,50,20,NA
2186,No,North,Medium,Govt,50,Female,3,1200,7,Card,Postpaid,2,1,300,300,300,100,10,200,500,2,1,300,300,100,500,20,NA
2187,No,North,Medium,Unemployed,30,Female,3,600,7,Cash,Postpaid,2,2,600,300,300,300,10,200,1500,1,1,300,600,20,50,20,NA
2188,No,Central,Medium,Govt,50,Male,0,1200,15,Card,Postpaid,2,1,300,300,300,300,300,200,500,1,2,600,600,100,50,20,NA
2189,No,South,High,Unemployed,30,Female,0,200,15,Cash,Postpaid,2,2,600,600,300,300,300,50,1500,1,2,600,300,100,500,20,NA
2190,No,North,High,Private,50,Male,0,1200,7,Cash,Postpaid,1,2,300,600,300,100,10,50,1500,2,1,300,600,20,500,50,NA
2191,No,Central,High,Govt,20,Female,3,1200,7,Card,Postpaid,1,1,300,600,600,100,300,50,500,2,1,600,300,20,500,20,NA
2192,No,Central,Low,Private,50,Female,3,600,15,Card,Postpaid,1,2,600,300,300,100,300,200,1500,2,2,300,600,100,50,20,NA
